transaction_id,sale_id,line
AAA119632,1,Ocly
AAA119632,2,Ocly
AAA119633,1,Ocly
AAA119634,1,Piaris
AAA119635,1,Ocly
AAA119635,2,Ocly
AAA119635,3,Ocly
AAA119636,1,Ocly
AAA119636,2,Ocly
AAA119637,1,Ocly
AAA119638,1,Verchecco
AAA119639,1,Piaris
AAA119640,1,Verchecco
AAA119640,2,Ocly
AAA119640,3,Ocly
AAA119641,1,Ocly
AAA119642,1,Piaris
AAA119642,2,Piaris
AAA119642,3,Piaris
AAA119643,1,Piaris
AAA119643,2,Piaris
AAA119643,3,Ocly
AAA119644,1,Ocly
AAA119645,1,Piaris
AAA119646,1,Piaris
AAA119646,2,Ocly
AAA119646,3,Piaris
AAA119647,1,Piaris
AAA119648,1,Verchecco
AAA119649,1,Piaris
AAA119650,1,Piaris
AAA119650,2,Ocly
AAA119650,3,Ocly
AAA119651,1,Verchecco
AAA119651,2,Verchecco
AAA119651,3,Piaris
AAA119652,1,Ocly
AAA119653,1,Ocly
AAA119653,2,Verchecco
AAA119653,3,Piaris
AAA119653,4,Verchecco
AAA119653,5,Ocly
AAA119654,1,Ocly
AAA119655,1,Ocly
AAA119655,2,Ocly
AAA119655,3,Verchecco
AAA119656,1,Piaris
AAA119657,1,Ocly
AAA119658,1,Verchecco
AAA119658,2,Ocly
AAA119659,1,Ocly
AAA119660,1,Ocly
AAA119661,1,Piaris
AAA119661,2,Piaris
AAA119661,3,Verchecco
AAA119662,1,Piaris
AAA119663,1,Ocly
AAA119663,2,Verchecco
AAA119663,3,Verchecco
AAA119663,4,Ocly
AAA119664,1,Verchecco
AAA119664,2,Ocly
AAA119664,3,Piaris
AAA119665,1,Verchecco
AAA119666,1,Ocly
AAA119667,1,Piaris
AAA119667,2,Ocly
AAA119668,1,Piaris
AAA119669,1,Ocly
AAA119670,1,Piaris
AAA119671,1,Verchecco
AAA119671,2,Ocly
AAA119671,3,Ocly
AAA119672,1,Ocly
AAA119672,2,Ocly
AAA119672,3,Verchecco
AAA119673,1,Verchecco
AAA119674,1,Ocly
AAA119675,1,Ocly
AAA119676,1,Ocly
AAA119677,1,Ocly
AAA119678,1,Ocly
AAA119679,1,Ocly
AAA119680,1,Verchecco
AAA119681,1,Verchecco
AAA119682,1,Ocly
AAA119682,2,Verchecco
AAA119683,1,Ocly
AAA119683,2,Piaris
AAA119683,3,Ocly
AAA119684,1,Ocly
AAA119684,2,Ocly
AAA119685,1,Piaris
AAA119686,1,Verchecco
AAA119687,1,Ocly
AAA119687,2,Piaris
AAA119687,3,Ocly
AAA119688,1,Ocly
AAA119688,2,Ocly
AAA119688,3,Piaris
AAA119689,1,Piaris
AAA119690,1,Ocly
AAA119691,1,Piaris
AAA119692,1,Ocly
AAA119693,1,Ocly
AAA119693,2,Piaris
AAA119693,3,Piaris
AAA119694,1,Ocly
AAA119695,1,Ocly
AAA119695,2,Piaris
AAA119695,3,Verchecco
AAA119696,1,Piaris
AAA119697,1,Verchecco
AAA119697,2,Piaris
AAA119697,3,Piaris
AAA119698,1,Verchecco
AAA119699,1,Ocly
AAA119699,2,Piaris
AAA119699,3,Piaris
AAA119700,1,Ocly
AAA119701,1,Verchecco
AAA119702,1,Ocly
AAA119703,1,Piaris
AAA119704,1,Ocly
AAA119705,1,Ocly
AAA119705,2,Verchecco
AAA119706,1,Piaris
AAA119706,2,Verchecco
AAA119706,3,Piaris
AAA119707,1,Verchecco
AAA119708,1,Verchecco
AAA119709,1,Verchecco
AAA119710,1,Verchecco
AAA119710,2,Piaris
AAA119710,3,Ocly
AAA119711,1,Ocly
AAA119711,2,Ocly
AAA119712,1,Verchecco
AAA119713,1,Verchecco
AAA119714,1,Verchecco
AAA119714,2,Piaris
AAA119714,3,Piaris
AAA119715,1,Verchecco
AAA119715,2,Ocly
AAA119715,3,Ocly
AAA119715,4,Piaris
AAA119716,1,Piaris
AAA119716,2,Piaris
AAA119716,3,Verchecco
AAA119716,4,Ocly
AAA119717,1,Ocly
AAA119718,1,Verchecco
AAA119719,1,Ocly
AAA119719,2,Piaris
AAA119719,3,Piaris
AAA119720,1,Piaris
AAA119721,1,Piaris
AAA119721,2,Ocly
AAA119721,3,Piaris
AAA119722,1,Piaris
AAA119722,2,Ocly
AAA119722,3,Piaris
AAA119722,4,Verchecco
AAA119723,1,Piaris
AAA119724,1,Ocly
AAA119725,1,Ocly
AAA119726,1,Verchecco
AAA119727,1,Verchecco
AAA119727,2,Piaris
AAA119727,3,Piaris
AAA119728,1,Ocly
AAA119729,1,Verchecco
AAA119729,2,Ocly
AAA119729,3,Ocly
AAA119730,1,Verchecco
AAA119731,1,Ocly
AAA119731,2,Ocly
AAA119731,3,Verchecco
AAA119732,1,Ocly
AAA119733,1,Ocly
AAA119733,2,Ocly
AAA119733,3,Ocly
AAA119734,1,Ocly
AAA119735,1,Piaris
AAA119736,1,Ocly
AAA119737,1,Ocly
AAA119737,2,Piaris
AAA119737,3,Ocly
AAA119738,1,Piaris
AAA119739,1,Ocly
AAA119739,2,Verchecco
AAA119740,1,Piaris
AAA119740,2,Verchecco
AAA119740,3,Piaris
AAA119741,1,Piaris
AAA119742,1,Verchecco
AAA119743,1,Ocly
AAA119744,1,Ocly
AAA119744,2,Ocly
AAA119744,3,Ocly
AAA119745,1,Piaris
AAA119745,2,Ocly
AAA119745,3,Ocly
AAA119746,1,Piaris
AAA119747,1,Ocly
AAA119747,2,Ocly
AAA119747,3,Ocly
AAA119748,1,Piaris
AAA119748,2,Verchecco
AAA119748,3,Verchecco
AAA119748,4,Piaris
AAA119749,1,Verchecco
AAA119750,1,Verchecco
AAA119751,1,Ocly
AAA119751,2,Piaris
AAA119751,3,Verchecco
AAA119752,1,Piaris
AAA119752,2,Ocly
AAA119752,3,Ocly
AAA119752,4,Ocly
AAA119752,5,Verchecco
AAA119753,1,Piaris
AAA119754,1,Ocly
AAA119754,2,Piaris
AAA119755,1,Verchecco
AAA119756,1,Ocly
AAA119757,1,Verchecco
AAA119757,2,Ocly
AAA119757,3,Ocly
AAA119757,4,Piaris
AAA119757,5,Ocly
AAA119758,1,Ocly
AAA119758,2,Piaris
AAA119759,1,Verchecco
AAA119759,2,Verchecco
AAA119759,3,Ocly
AAA119760,1,Ocly
AAA119760,2,Ocly
AAA119761,1,Ocly
AAA119762,1,Piaris
AAA119762,2,Piaris
AAA119762,3,Ocly
AAA119763,1,Verchecco
AAA119764,1,Piaris
AAA119765,1,Piaris
AAA119765,2,Ocly
AAA119765,3,Piaris
AAA119766,1,Piaris
AAA119767,1,Piaris
AAA119767,2,Ocly
AAA119767,3,Piaris
AAA119768,1,Ocly
AAA119768,2,Verchecco
AAA119768,3,Piaris
AAA119769,1,Verchecco
AAA119769,2,Piaris
AAA119770,1,Ocly
AAA119771,1,Piaris
AAA119771,2,Ocly
AAA119771,3,Piaris
AAA119772,1,Piaris
AAA119772,2,Ocly
AAA119772,3,Ocly
AAA119773,1,Piaris
AAA119773,2,Piaris
AAA119773,3,Piaris
AAA119774,1,Ocly
AAA119774,2,Ocly
AAA119774,3,Piaris
AAA119775,1,Ocly
AAA119776,1,Verchecco
AAA119777,1,Ocly
AAA119777,2,Ocly
AAA119777,3,Piaris
AAA119778,1,Ocly
AAA119779,1,Piaris
AAA119779,2,Verchecco
AAA119779,3,Piaris
AAA119780,1,Ocly
AAA119781,1,Verchecco
AAA119782,1,Verchecco
AAA119783,1,Piaris
AAA119784,1,Ocly
AAA119784,2,Piaris
AAA119784,3,Ocly
AAA119785,1,Ocly
AAA119786,1,Ocly
AAA119787,1,Ocly
AAA119788,1,Ocly
AAA119789,1,Ocly
AAA119790,1,Verchecco
AAA119791,1,Verchecco
AAA119791,2,Piaris
AAA119792,1,Ocly
AAA119793,1,Ocly
AAA119793,2,Verchecco
AAA119793,3,Ocly
AAA119793,4,Ocly
AAA119793,5,Ocly
AAA119794,1,Piaris
AAA119795,1,Verchecco
AAA119796,1,Verchecco
AAA119796,2,Verchecco
AAA119796,3,Ocly
AAA119797,1,Verchecco
AAA119797,2,Ocly
AAA119798,1,Ocly
AAA119799,1,Ocly
AAA119800,1,Ocly
AAA119801,1,Verchecco
AAA119802,1,Verchecco
AAA119803,1,Verchecco
AAA119803,2,Piaris
AAA119803,3,Ocly
AAA119804,1,Ocly
AAA119805,1,Ocly
AAA119806,1,Piaris
AAA119806,2,Piaris
AAA119806,3,Piaris
AAA119807,1,Piaris
AAA119808,1,Ocly
AAA119809,1,Ocly
AAA119810,1,Ocly
AAA119811,1,Ocly
AAA119812,1,Verchecco
AAA119812,2,Piaris
AAA119812,3,Piaris
AAA119813,1,Piaris
AAA119814,1,Ocly
AAA119814,2,Piaris
AAA119815,1,Verchecco
AAA119816,1,Ocly
AAA119817,1,Ocly
AAA119818,1,Piaris
AAA119819,1,Ocly
AAA119820,1,Ocly
AAA119821,1,Ocly
AAA119821,2,Verchecco
AAA119821,3,Ocly
AAA119822,1,Ocly
AAA119822,2,Ocly
AAA119823,1,Ocly
AAA119824,1,Ocly
AAA119824,2,Ocly
AAA119824,3,Verchecco
AAA119825,1,Piaris
AAA119825,2,Ocly
AAA119825,3,Verchecco
AAA119826,1,Piaris
AAA119827,1,Ocly
AAA119828,1,Verchecco
AAA119829,1,Ocly
AAA119830,1,Verchecco
AAA119831,1,Ocly
AAA119831,2,Ocly
AAA119831,3,Ocly
AAA119832,1,Ocly
AAA119832,2,Piaris
AAA119832,3,Piaris
AAA119833,1,Piaris
AAA119834,1,Piaris
AAA119835,1,Verchecco
AAA119836,1,Ocly
AAA119837,1,Piaris
AAA119838,1,Ocly
AAA119839,1,Ocly
AAA119840,1,Piaris
AAA119840,2,Verchecco
AAA119840,3,Piaris
AAA119841,1,Ocly
AAA119841,2,Ocly
AAA119842,1,Piaris
AAA119843,1,Ocly
AAA119843,2,Piaris
AAA119843,3,Ocly
AAA119843,4,Piaris
AAA119844,1,Ocly
AAA119845,1,Verchecco
AAA119845,2,Verchecco
AAA119845,3,Piaris
AAA119846,1,Verchecco
AAA119846,2,Verchecco
AAA119846,3,Ocly
AAA119847,1,Ocly
AAA119847,2,Piaris
AAA119847,3,Ocly
AAA119847,4,Verchecco
AAA119848,1,Piaris
AAA119849,1,Piaris
AAA119850,1,Ocly
AAA119851,1,Verchecco
AAA119851,2,Verchecco
AAA119851,3,Ocly
AAA119852,1,Piaris
AAA119852,2,Verchecco
AAA119853,1,Ocly
AAA119854,1,Verchecco
AAA119855,1,Ocly
AAA119856,1,Ocly
AAA119857,1,Ocly
AAA119858,1,Piaris
AAA119858,2,Ocly
AAA119858,3,Ocly
AAA119859,1,Verchecco
AAA119860,1,Verchecco
AAA119860,2,Piaris
AAA119860,3,Verchecco
AAA119861,1,Ocly
AAA119861,2,Verchecco
AAA119861,3,Piaris
AAA119862,1,Piaris
AAA119862,2,Verchecco
AAA119862,3,Piaris
AAA119862,4,Verchecco
AAA119862,5,Verchecco
AAA119863,1,Verchecco
AAA119864,1,Ocly
AAA119865,1,Piaris
AAA119866,1,Verchecco
AAA119867,1,Ocly
AAA119867,2,Piaris
AAA119867,3,Ocly
AAA119868,1,Ocly
AAA119869,1,Verchecco
AAA119870,1,Verchecco
AAA119871,1,Piaris
AAA119872,1,Ocly
AAA119872,2,Piaris
AAA119873,1,Ocly
AAA119873,2,Piaris
AAA119874,1,Ocly
AAA119875,1,Piaris
AAA119875,2,Verchecco
AAA119875,3,Ocly
AAA119876,1,Verchecco
AAA119876,2,Verchecco
AAA119876,3,Piaris
AAA119877,1,Ocly
AAA119878,1,Ocly
AAA119878,2,Ocly
AAA119878,3,Piaris
AAA119879,1,Ocly
AAA119879,2,Ocly
AAA119879,3,Piaris
AAA119880,1,Ocly
AAA119881,1,Ocly
AAA119881,2,Ocly
AAA119881,3,Piaris
AAA119882,1,Ocly
AAA119883,1,Verchecco
AAA119883,2,Piaris
AAA119884,1,Ocly
AAA119884,2,Piaris
AAA119884,3,Verchecco
AAA119885,1,Verchecco
AAA119885,2,Piaris
AAA119885,3,Piaris
AAA119886,1,Verchecco
AAA119886,2,Piaris
AAA119886,3,Piaris
AAA119887,1,Piaris
AAA119888,1,Ocly
AAA119889,1,Ocly
AAA119889,2,Ocly
AAA119889,3,Verchecco
AAA119890,1,Ocly
AAA119891,1,Ocly
AAA119892,1,Piaris
AAA119893,1,Ocly
AAA119894,1,Verchecco
AAA119894,2,Ocly
AAA119895,1,Verchecco
AAA119896,1,Ocly
AAA119897,1,Ocly
AAA119898,1,Ocly
AAA119899,1,Ocly
AAA119899,2,Piaris
AAA119899,3,Piaris
AAA119900,1,Verchecco
AAA119901,1,Ocly
AAA119901,2,Verchecco
AAA119901,3,Ocly
AAA119902,1,Ocly
AAA119902,2,Ocly
AAA119902,3,Ocly
AAA119903,1,Verchecco
AAA119904,1,Piaris
AAA119905,1,Piaris
AAA119905,2,Verchecco
AAA119905,3,Ocly
AAA119905,4,Piaris
AAA119905,5,Verchecco
AAA119906,1,Ocly
AAA119907,1,Piaris
AAA119907,2,Verchecco
AAA119907,3,Ocly
AAA119907,4,Ocly
AAA119908,1,Piaris
AAA119908,2,Verchecco
AAA119908,3,Ocly
AAA119909,1,Ocly
AAA119910,1,Verchecco
AAA119910,2,Verchecco
AAA119910,3,Piaris
AAA119911,1,Piaris
AAA119911,2,Ocly
AAA119911,3,Piaris
AAA119912,1,Verchecco
AAA119912,2,Verchecco
AAA119912,3,Verchecco
AAA119913,1,Ocly
AAA119914,1,Ocly
AAA119915,1,Piaris
AAA119916,1,Piaris
AAA119917,1,Verchecco
AAA119917,2,Piaris
AAA119917,3,Piaris
AAA119918,1,Piaris
AAA119919,1,Verchecco
AAA119919,2,Ocly
AAA119919,3,Ocly
AAA119920,1,Verchecco
AAA119921,1,Piaris
AAA119921,2,Verchecco
AAA119921,3,Verchecco
AAA119922,1,Verchecco
AAA119922,2,Verchecco
AAA119922,3,Verchecco
AAA119923,1,Ocly
AAA119924,1,Verchecco
AAA119925,1,Ocly
AAA119925,2,Verchecco
AAA119925,3,Verchecco
AAA119926,1,Piaris
AAA119926,2,Ocly
AAA119926,3,Ocly
AAA119927,1,Ocly
AAA119928,1,Piaris
AAA119929,1,Verchecco
AAA119929,2,Ocly
AAA119930,1,Piaris
AAA119931,1,Verchecco
AAA119931,2,Verchecco
AAA119931,3,Ocly
AAA119932,1,Verchecco
AAA119933,1,Piaris
AAA119934,1,Verchecco
AAA119934,2,Piaris
AAA119934,3,Piaris
AAA119934,4,Verchecco
AAA119935,1,Ocly
AAA119935,2,Ocly
AAA119935,3,Ocly
AAA119936,1,Ocly
AAA119937,1,Verchecco
AAA119937,2,Piaris
AAA119937,3,Piaris
AAA119937,4,Ocly
AAA119938,1,Ocly
AAA119938,2,Verchecco
AAA119939,1,Ocly
AAA119940,1,Ocly
AAA119940,2,Ocly
AAA119940,3,Ocly
AAA119940,4,Ocly
AAA119940,5,Piaris
AAA119941,1,Piaris
AAA119942,1,Ocly
AAA119943,1,Ocly
AAA119943,2,Ocly
AAA119944,1,Ocly
AAA119945,1,Ocly
AAA119946,1,Piaris
AAA119946,2,Ocly
AAA119946,3,Verchecco
AAA119947,1,Piaris
AAA119948,1,Ocly
AAA119949,1,Verchecco
AAA119950,1,Ocly
AAA119951,1,Verchecco
AAA119951,2,Ocly
AAA119951,3,Ocly
AAA119951,4,Verchecco
AAA119951,5,Ocly
AAA119952,1,Ocly
AAA119953,1,Ocly
AAA119954,1,Verchecco
AAA119955,1,Ocly
AAA119956,1,Piaris
AAA119956,2,Ocly
AAA119956,3,Ocly
AAA119957,1,Verchecco
AAA119957,2,Verchecco
AAA119957,3,Verchecco
AAA119958,1,Ocly
AAA119959,1,Ocly
AAA119960,1,Ocly
AAA119960,2,Ocly
AAA119960,3,Verchecco
AAA119961,1,Verchecco
AAA119961,2,Verchecco
AAA119961,3,Ocly
AAA119962,1,Verchecco
AAA119962,2,Ocly
AAA119962,3,Piaris
AAA119963,1,Verchecco
AAA119964,1,Verchecco
AAA119965,1,Ocly
AAA119966,1,Verchecco
AAA119966,2,Piaris
AAA119966,3,Ocly
AAA119967,1,Ocly
AAA119967,2,Piaris
AAA119967,3,Piaris
AAA119968,1,Piaris
AAA119968,2,Verchecco
AAA119969,1,Verchecco
AAA119970,1,Piaris
AAA119970,2,Piaris
AAA119971,1,Ocly
AAA119971,2,Ocly
AAA119971,3,Verchecco
AAA119972,1,Ocly
AAA119973,1,Piaris
AAA119973,2,Piaris
AAA119973,3,Piaris
AAA119974,1,Piaris
AAA119974,2,Piaris
AAA119974,3,Piaris
AAA119974,4,Piaris
AAA119975,1,Ocly
AAA119975,2,Verchecco
AAA119975,3,Piaris
AAA119976,1,Verchecco
AAA119976,2,Piaris
AAA119976,3,Ocly
AAA119977,1,Ocly
AAA119977,2,Verchecco
AAA119977,3,Ocly
AAA119978,1,Verchecco
AAA119978,2,Verchecco
AAA119979,1,Ocly
AAA119980,1,Ocly
AAA119981,1,Ocly
AAA119981,2,Verchecco
AAA119982,1,Ocly
AAA119983,1,Piaris
AAA119983,2,Piaris
AAA119983,3,Verchecco
AAA119983,4,Ocly
AAA119983,5,Ocly
AAA119984,1,Ocly
AAA119985,1,Verchecco
AAA119985,2,Verchecco
AAA119985,3,Piaris
AAA119986,1,Ocly
AAA119986,2,Piaris
AAA119986,3,Piaris
AAA119986,4,Piaris
AAA119987,1,Piaris
AAA119988,1,Ocly
AAA119989,1,Verchecco
AAA119990,1,Verchecco
AAA119991,1,Verchecco
AAA119991,2,Ocly
AAA119992,1,Ocly
AAA119992,2,Piaris
AAA119992,3,Ocly
AAA119993,1,Piaris
AAA119993,2,Ocly
AAA119993,3,Ocly
AAA119994,1,Ocly
AAA119995,1,Piaris
AAA119996,1,Ocly
AAA119997,1,Ocly
AAA119997,2,Verchecco
AAA119997,3,Verchecco
AAA119998,1,Ocly
AAA119999,1,Piaris
AAA120000,1,Verchecco
AAA120001,1,Ocly
AAA120002,1,Ocly
AAA120003,1,Ocly
AAA120004,1,Piaris
AAA120005,1,Ocly
AAA120006,1,Ocly
AAA120007,1,Ocly
AAA120008,1,Verchecco
AAA120008,2,Verchecco
AAA120009,1,Verchecco
AAA120009,2,Verchecco
AAA120009,3,Ocly
AAA120010,1,Verchecco
AAA120011,1,Piaris
AAA120011,2,Ocly
AAA120011,3,Piaris
AAA120012,1,Ocly
AAA120013,1,Ocly
AAA120014,1,Verchecco
AAA120015,1,Verchecco
AAA120016,1,Piaris
AAA120017,1,Verchecco
AAA120018,1,Piaris
AAA120019,1,Verchecco
AAA120020,1,Ocly
AAA120021,1,Verchecco
AAA120022,1,Verchecco
AAA120023,1,Ocly
AAA120023,2,Verchecco
AAA120024,1,Ocly
AAA120025,1,Ocly
AAA120025,2,Piaris
AAA120025,3,Ocly
AAA120026,1,Piaris
AAA120027,1,Ocly
AAA120027,2,Piaris
AAA120027,3,Ocly
AAA120027,4,Verchecco
AAA120027,5,Piaris
AAA120028,1,Piaris
AAA120028,2,Verchecco
AAA120028,3,Ocly
AAA120029,1,Verchecco
AAA120030,1,Ocly
AAA120030,2,Piaris
AAA120030,3,Verchecco
AAA120031,1,Verchecco
AAA120032,1,Ocly
AAA120033,1,Ocly
AAA120033,2,Verchecco
AAA120033,3,Piaris
AAA120034,1,Verchecco
AAA120034,2,Ocly
AAA120034,3,Verchecco
AAA120035,1,Ocly
AAA120036,1,Ocly
AAA120036,2,Ocly
AAA120036,3,Piaris
AAA120037,1,Ocly
AAA120038,1,Ocly
AAA120039,1,Ocly
AAA120040,1,Ocly
AAA120040,2,Piaris
AAA120040,3,Verchecco
AAA120041,1,Verchecco
AAA120042,1,Ocly
AAA120043,1,Ocly
AAA120044,1,Piaris
AAA120044,2,Ocly
AAA120044,3,Verchecco
AAA120044,4,Piaris
AAA120045,1,Piaris
AAA120045,2,Piaris
AAA120045,3,Piaris
AAA120046,1,Piaris
AAA120047,1,Piaris
AAA120047,2,Ocly
AAA120047,3,Ocly
AAA120048,1,Piaris
AAA120049,1,Piaris
AAA120050,1,Ocly
AAA120051,1,Ocly
AAA120052,1,Verchecco
AAA120053,1,Piaris
AAA120054,1,Ocly
AAA120054,2,Ocly
AAA120055,1,Ocly
AAA120056,1,Ocly
AAA120056,2,Verchecco
AAA120056,3,Ocly
AAA120057,1,Ocly
AAA120058,1,Ocly
AAA120059,1,Ocly
AAA120059,2,Verchecco
AAA120059,3,Ocly
AAA120060,1,Verchecco
AAA120060,2,Piaris
AAA120060,3,Verchecco
AAA120061,1,Verchecco
AAA120062,1,Verchecco
AAA120063,1,Ocly
AAA120064,1,Verchecco
AAA120065,1,Piaris
AAA120066,1,Ocly
AAA120066,2,Ocly
AAA120066,3,Verchecco
AAA120066,4,Ocly
AAA120067,1,Ocly
AAA120068,1,Piaris
AAA120068,2,Ocly
AAA120069,1,Piaris
AAA120069,2,Ocly
AAA120069,3,Piaris
AAA120070,1,Ocly
AAA120071,1,Ocly
AAA120072,1,Piaris
AAA120072,2,Piaris
AAA120072,3,Piaris
AAA120073,1,Verchecco
AAA120073,2,Piaris
AAA120074,1,Verchecco
AAA120074,2,Ocly
AAA120075,1,Ocly
AAA120075,2,Piaris
AAA120075,3,Ocly
AAA120076,1,Piaris
AAA120077,1,Verchecco
AAA120077,2,Ocly
AAA120078,1,Ocly
AAA120079,1,Piaris
AAA120079,2,Ocly
AAA120079,3,Piaris
AAA120080,1,Piaris
AAA120081,1,Ocly
AAA120082,1,Verchecco
AAA120083,1,Verchecco
AAA120084,1,Piaris
AAA120084,2,Verchecco
AAA120084,3,Verchecco
AAA120085,1,Ocly
AAA120086,1,Ocly
AAA120087,1,Ocly
AAA120087,2,Piaris
AAA120088,1,Ocly
AAA120089,1,Ocly
AAA120090,1,Piaris
AAA120090,2,Ocly
AAA120090,3,Verchecco
AAA120091,1,Ocly
AAA120092,1,Verchecco
AAA120092,2,Verchecco
AAA120093,1,Piaris
AAA120094,1,Verchecco
AAA120095,1,Verchecco
AAA120095,2,Ocly
AAA120096,1,Verchecco
AAA120097,1,Ocly
AAA120098,1,Verchecco
AAA120098,2,Verchecco
AAA120099,1,Piaris
AAA120100,1,Ocly
AAA120100,2,Ocly
AAA120100,3,Piaris
AAA120101,1,Verchecco
AAA120102,1,Piaris
AAA120102,2,Piaris
AAA120102,3,Verchecco
AAA120103,1,Piaris
AAA120103,2,Verchecco
AAA120103,3,Piaris
AAA120103,4,Ocly
AAA120104,1,Ocly
AAA120104,2,Ocly
AAA120105,1,Piaris
AAA120106,1,Ocly
AAA120106,2,Verchecco
AAA120107,1,Ocly
AAA120108,1,Ocly
AAA120109,1,Ocly
AAA120110,1,Ocly
AAA120110,2,Verchecco
AAA120110,3,Piaris
AAA120111,1,Piaris
AAA120111,2,Verchecco
AAA120111,3,Verchecco
AAA120112,1,Ocly
AAA120112,2,Piaris
AAA120112,3,Verchecco
AAA120113,1,Ocly
AAA120114,1,Ocly
AAA120115,1,Piaris
AAA120115,2,Piaris
AAA120115,3,Verchecco
AAA120116,1,Ocly
AAA120116,2,Ocly
AAA120116,3,Ocly
AAA120117,1,Verchecco
AAA120117,2,Verchecco
AAA120117,3,Ocly
AAA120118,1,Verchecco
AAA120118,2,Verchecco
AAA120118,3,Piaris
AAA120119,1,Ocly
AAA120120,1,Piaris
AAA120120,2,Ocly
AAA120121,1,Piaris
AAA120121,2,Verchecco
AAA120121,3,Piaris
AAA120122,1,Piaris
AAA120122,2,Verchecco
AAA120123,1,Piaris
AAA120124,1,Piaris
AAA120124,2,Ocly
AAA120125,1,Ocly
AAA120126,1,Verchecco
AAA120127,1,Piaris
AAA120128,1,Ocly
AAA120128,2,Ocly
AAA120129,1,Ocly
AAA120130,1,Piaris
AAA120130,2,Verchecco
AAA120130,3,Ocly
AAA120131,1,Ocly
AAA120131,2,Verchecco
AAA120131,3,Piaris
AAA120132,1,Verchecco
AAA120133,1,Piaris
AAA120134,1,Ocly
AAA120135,1,Ocly
AAA120135,2,Verchecco
AAA120136,1,Ocly
AAA120137,1,Ocly
AAA120137,2,Ocly
AAA120137,3,Ocly
AAA120138,1,Piaris
AAA120138,2,Verchecco
AAA120138,3,Verchecco
AAA120139,1,Ocly
AAA120140,1,Piaris
AAA120140,2,Piaris
AAA120140,3,Ocly
AAA120141,1,Verchecco
AAA120142,1,Verchecco
AAA120143,1,Ocly
AAA120144,1,Verchecco
AAA120145,1,Ocly
AAA120146,1,Ocly
AAA120147,1,Piaris
AAA120147,2,Ocly
AAA120147,3,Ocly
AAA120148,1,Piaris
AAA120148,2,Verchecco
AAA120148,3,Ocly
AAA120149,1,Ocly
AAA120150,1,Ocly
AAA120151,1,Verchecco
AAA120152,1,Verchecco
AAA120153,1,Verchecco
AAA120154,1,Piaris
AAA120155,1,Ocly
AAA120155,2,Piaris
AAA120155,3,Piaris
AAA120156,1,Ocly
AAA120156,2,Ocly
AAA120156,3,Ocly
AAA120157,1,Ocly
AAA120158,1,Ocly
AAA120159,1,Ocly
AAA120160,1,Verchecco
AAA120161,1,Verchecco
AAA120161,2,Verchecco
AAA120161,3,Piaris
AAA120162,1,Verchecco
AAA120163,1,Ocly
AAA120163,2,Ocly
AAA120163,3,Piaris
AAA120164,1,Ocly
AAA120164,2,Piaris
AAA120164,3,Ocly
AAA120165,1,Verchecco
AAA120166,1,Ocly
AAA120166,2,Ocly
AAA120167,1,Piaris
AAA120167,2,Verchecco
AAA120167,3,Piaris
AAA120168,1,Verchecco
AAA120169,1,Ocly
AAA120169,2,Ocly
AAA120169,3,Verchecco
AAA120170,1,Verchecco
AAA120170,2,Verchecco
AAA120170,3,Ocly
AAA120170,4,Verchecco
AAA120171,1,Piaris
AAA120171,2,Ocly
AAA120172,1,Ocly
AAA120173,1,Piaris
AAA120174,1,Verchecco
AAA120175,1,Piaris
AAA120176,1,Piaris
AAA120176,2,Piaris
AAA120177,1,Piaris
AAA120177,2,Ocly
AAA120177,3,Piaris
AAA120178,1,Ocly
AAA120178,2,Verchecco
AAA120178,3,Verchecco
AAA120179,1,Ocly
AAA120179,2,Ocly
AAA120179,3,Piaris
AAA120179,4,Piaris
AAA120180,1,Ocly
AAA120181,1,Ocly
AAA120182,1,Piaris
AAA120183,1,Verchecco
AAA120184,1,Piaris
AAA120185,1,Piaris
AAA120186,1,Ocly
AAA120187,1,Verchecco
AAA120188,1,Ocly
AAA120188,2,Ocly
AAA120188,3,Ocly
AAA120189,1,Verchecco
AAA120189,2,Piaris
AAA120189,3,Verchecco
AAA120190,1,Verchecco
AAA120190,2,Piaris
AAA120190,3,Piaris
AAA120191,1,Verchecco
AAA120192,1,Ocly
AAA120193,1,Piaris
AAA120193,2,Verchecco
AAA120193,3,Piaris
AAA120194,1,Ocly
AAA120195,1,Verchecco
AAA120196,1,Ocly
AAA120197,1,Ocly
AAA120198,1,Ocly
AAA120199,1,Verchecco
AAA120200,1,Ocly
AAA120201,1,Verchecco
AAA120201,2,Ocly
AAA120202,1,Piaris
AAA120202,2,Ocly
AAA120202,3,Ocly
AAA120203,1,Piaris
AAA120204,1,Ocly
AAA120204,2,Piaris
AAA120204,3,Ocly
AAA120205,1,Ocly
AAA120205,2,Piaris
AAA120205,3,Piaris
AAA120206,1,Verchecco
AAA120206,2,Verchecco
AAA120207,1,Piaris
AAA120207,2,Ocly
AAA120208,1,Ocly
AAA120209,1,Verchecco
AAA120210,1,Verchecco
AAA120210,2,Ocly
AAA120210,3,Ocly
AAA120211,1,Ocly
AAA120212,1,Piaris
AAA120212,2,Verchecco
AAA120212,3,Ocly
AAA120213,1,Piaris
AAA120213,2,Ocly
AAA120214,1,Ocly
AAA120215,1,Ocly
AAA120215,2,Ocly
AAA120216,1,Ocly
AAA120216,2,Piaris
AAA120216,3,Verchecco
AAA120217,1,Piaris
