Transaction ID,Sale ID,Overall Score,Durability Score,Quality Score,Color Score,Value For Money Score,Fit Score
AAA119986,1,97,99,82,92,73,88
AAA119986,2,79,86,51,73,82,86
AAA119986,4,55,79,50,52,54,90
AAA119988,1,87,93,82,58,90,98
AAA119989,1,83,86,95,98,89,90
AAA119990,1,86,93,88,100,95,90
AAA119991,1,89,90,96,78,73,85
AAA119991,2,61,95,89,46,86,79
AAA119992,1,86,100,87,44,70,78
AAA119992,2,53,87,41,60,25,90
AAA119993,1,58,76,53,97,69,84
AAA119993,2,95,97,84,92,89,81
AAA119995,1,84,71,50,96,64,92
AAA119996,1,100,99,92,92,85,99
AAA119997,1,98,87,99,55,95,85
AAA119998,1,96,97,93,39,95,87
AAA120000,1,99,86,99,99,84,81
AAA120004,1,90,71,42,88,89,92
AAA120008,1,91,92,100,75,68,100
AAA120008,2,93,83,92,68,95,79
AAA120009,3,85,98,95,34,75,80
AAA120010,1,99,82,96,99,64,86
AAA120011,1,73,75,46,93,77,83
AAA120011,2,99,94,86,89,88,100
AAA120011,3,85,88,45,60,67,87
AAA120013,1,81,92,93,71,80,92
AAA120014,1,98,91,86,92,99,89
AAA120017,1,87,89,82,62,74,86
AAA120018,1,87,77,43,74,67,81
AAA120019,1,98,88,91,93,77,92
AAA120022,1,98,89,91,98,86,91
AAA120023,1,64,99,97,66,78,83
AAA120023,2,92,82,87,95,70,81
AAA120024,1,89,99,88,67,83,78
AAA120025,2,71,84,52,83,39,86
AAA120025,3,93,96,89,73,68,86
AAA120026,1,96,87,41,74,65,80
AAA120027,1,88,99,100,88,84,92
AAA120027,2,71,83,49,56,58,87
AAA120027,4,88,93,89,85,60,89
AAA120027,5,94,87,37,97,86,92
AAA120028,1,67,75,46,45,68,80
AAA120028,2,94,80,85,99,74,93
AAA120029,1,87,94,84,97,48,90
AAA120030,1,87,99,93,96,73,98
AAA120031,1,94,80,100,97,65,87
AAA120032,1,88,95,93,53,93,92
AAA120034,3,96,95,88,95,65,93
AAA120035,1,98,98,93,79,80,95
AAA120036,2,55,96,90,84,92,84
AAA120039,1,78,98,99,44,87,99
AAA120040,1,94,97,92,83,90,100
AAA120040,2,70,84,37,96,54,81
AAA120041,1,83,86,97,97,52,93
AAA120042,1,79,97,87,77,74,82
AAA120044,3,84,91,93,96,78,83
AAA120044,4,67,81,56,97,50,90
AAA120045,2,81,86,40,98,59,88
AAA120045,3,45,97,41,45,72,89
AAA120046,1,45,84,41,59,71,91
AAA120047,1,61,71,37,82,71,79
AAA120047,3,84,98,89,12,98,81
AAA120048,1,73,87,57,64,59,83
AAA120049,1,84,86,36,90,66,92
AAA120053,1,79,84,57,85,93,88
AAA120054,2,95,98,96,53,83,86
AAA120056,3,88,99,97,68,76,88
AAA120057,1,83,94,93,96,79,90
AAA120058,1,93,95,86,52,84,79
AAA120059,1,89,100,88,62,69,82
AAA120059,2,92,85,88,99,61,91
AAA120060,1,79,83,73,94,72,80
AAA120060,2,65,85,47,56,37,84
AAA120060,3,93,85,96,99,52,82
AAA120061,1,94,96,99,96,91,96
AAA120062,1,100,88,87,90,74,95
AAA120063,1,89,97,96,82,98,80
AAA120065,1,66,79,49,99,77,88
AAA120067,1,84,96,89,95,97,92
AAA120068,1,73,83,44,65,65,97
AAA120069,1,67,70,50,95,42,81
AAA120069,3,82,83,52,61,66,86
AAA120071,1,66,95,86,59,91,82
AAA120072,3,83,74,43,95,62,97
AAA120073,1,85,84,93,94,100,96
AAA120074,2,93,88,99,58,94,89
AAA120075,1,77,96,91,84,84,90
AAA120079,2,85,90,99,81,87,86
AAA120079,3,62,79,50,67,45,79
AAA120080,1,79,78,48,78,91,88
AAA120083,1,56,93,88,71,70,95
AAA120084,2,75,90,98,81,77,85
AAA120085,1,96,95,94,71,91,83
AAA120086,1,88,98,91,52,68,86
AAA120087,1,97,94,93,52,97,83
AAA120087,2,74,91,33,59,57,84
AAA120089,1,80,96,99,68,93,85
AAA120090,1,88,87,50,95,65,85
AAA120090,2,76,97,92,34,87,78
AAA120090,3,88,78,91,69,76,80
AAA120092,2,87,88,87,75,61,95
AAA120093,1,71,81,39,98,69,89
AAA120095,1,82,86,84,81,77,82
AAA120095,2,92,86,93,54,81,89
AAA120096,1,83,81,86,88,91,80
AAA120097,1,69,94,91,71,68,88
AAA120098,1,94,88,93,97,71,80
AAA120098,2,98,92,95,77,58,79
AAA120099,1,55,72,50,78,67,85
AAA120100,1,75,91,79,84,88,89
AAA120100,2,73,97,88,73,85,81
AAA120100,3,79,85,39,96,76,80
AAA120101,1,71,97,87,65,74,86
AAA120102,1,67,72,34,91,63,86
AAA120102,2,87,72,38,78,55,88
AAA120102,3,94,80,92,44,95,93
AAA120103,1,61,72,55,64,57,88
AAA120103,2,90,76,100,99,64,65
AAA120103,3,66,79,41,56,53,83
AAA120104,1,99,99,96,64,72,87
AAA120104,2,91,95,96,95,92,86
AAA120106,1,99,94,92,99,71,78
AAA120106,2,99,91,89,95,58,80
AAA120107,1,85,98,95,54,99,80
AAA120108,1,93,98,100,20,98,97
AAA120109,1,94,95,80,52,84,79
AAA120110,2,96,97,94,94,78,89
AAA120110,3,68,76,41,97,48,85
AAA120111,1,51,81,55,96,50,86
AAA120111,2,76,97,85,79,59,83
AAA120112,1,96,97,92,85,78,88
AAA120112,2,67,76,46,74,56,89
AAA120112,3,95,73,99,73,70,82
AAA120113,1,99,95,84,94,84,83
AAA120114,1,86,94,99,94,80,89
AAA120115,1,74,67,41,80,71,85
AAA120115,2,62,77,56,82,55,91
AAA120115,3,85,90,89,92,80,75
AAA120116,1,73,98,90,89,72,78
AAA120116,3,87,95,85,89,95,83
AAA120117,1,86,89,93,94,64,84
AAA120117,2,97,88,87,97,69,82
AAA120118,1,71,79,88,96,98,89
AAA120118,3,85,83,46,92,73,90
AAA120120,1,93,82,52,76,88,84
AAA120120,2,99,99,98,65,56,78
AAA120121,2,96,84,81,69,76,100
AAA120122,1,88,75,52,55,56,81
AAA120122,2,76,85,99,73,52,93
AAA120123,1,56,79,43,92,66,85
AAA120124,1,75,79,50,82,45,80
AAA120124,2,91,96,99,80,87,79
AAA120125,1,57,99,91,55,75,91
AAA120126,1,84,75,94,85,79,88
AAA120128,2,97,100,92,50,74,95
AAA120129,1,99,95,94,86,78,91
AAA120130,2,84,88,84,82,66,75
AAA120130,3,99,94,92,75,96,98
AAA120131,3,73,79,48,65,50,81
AAA120132,1,89,86,97,100,78,90
AAA120134,1,83,99,99,76,75,80
AAA120136,1,83,99,93,68,88,100
AAA120137,2,90,95,83,84,98,86
AAA120137,3,54,94,93,66,44,87
AAA120138,1,64,78,33,88,63,84
AAA120139,1,98,93,97,64,64,81
AAA120140,1,69,78,49,54,49,88
AAA120140,2,67,78,45,69,47,90
AAA120140,3,97,100,97,64,92,91
AAA120142,1,94,94,92,99,86,87
AAA120143,1,94,95,99,56,82,88
AAA120145,1,100,99,89,79,99,91
AAA120147,3,98,94,80,69,82,89
AAA120148,1,76,76,39,93,39,90
AAA120148,2,98,88,79,98,84,92
AAA120150,1,89,97,100,94,88,99
AAA120151,1,80,93,97,98,97,88
AAA120152,1,84,80,94,76,83,84
AAA120155,1,99,93,84,56,96,90
AAA120155,2,83,77,50,97,43,84
AAA120156,1,95,96,91,89,91,81
AAA120156,2,99,100,90,52,93,88
AAA120156,3,97,94,90,54,95,77
AAA120157,1,74,97,85,30,73,90
AAA120159,1,87,97,96,80,65,98
AAA120160,1,91,88,95,93,90,81
AAA120161,2,93,84,84,96,77,95
AAA120162,1,90,72,91,57,94,71
AAA120163,2,98,100,69,63,94,81
AAA120163,3,82,86,43,55,50,78
AAA120164,1,90,98,88,75,88,81
AAA120164,2,73,79,42,51,92,81
AAA120166,2,66,94,90,97,69,89
AAA120167,1,72,79,48,87,36,80
AAA120167,2,81,83,89,88,81,99
AAA120167,3,83,81,47,66,56,80
AAA120168,1,94,92,95,83,92,87
AAA120169,2,88,95,99,57,100,88
AAA120169,3,95,93,86,70,85,98
AAA120170,2,89,85,87,93,43,92
AAA120170,3,73,98,97,58,89,87
AAA120171,1,75,79,41,52,54,89
AAA120171,2,94,98,88,66,96,88
AAA120172,1,96,97,84,88,93,83
AAA120174,1,95,82,85,74,65,92
AAA120175,1,86,76,47,63,74,80
AAA120176,2,63,80,43,81,80,86
AAA120177,3,77,84,41,71,69,82
AAA120178,1,99,94,99,56,68,82
AAA120178,2,88,81,91,67,75,91
AAA120178,3,81,84,93,86,66,92
AAA120179,1,87,100,88,85,75,91
AAA120179,2,86,98,86,50,70,80
AAA120179,3,39,78,40,82,52,79
AAA120180,1,98,95,98,98,90,87
AAA120181,1,87,94,90,61,78,82
AAA120182,1,96,74,53,96,73,78
AAA120184,1,69,77,43,56,91,82
AAA120185,1,50,84,59,96,78,80
AAA120187,1,84,91,84,70,74,90
AAA120188,1,99,98,75,93,95,88
AAA120188,2,99,99,97,82,77,84
AAA120189,3,84,79,91,87,81,80
AAA120190,1,93,99,95,87,72,86
AAA120190,3,65,83,47,49,31,87
AAA120192,1,100,86,88,83,59,98
AAA120193,1,94,70,48,97,85,82
AAA120193,2,82,91,89,76,57,80
AAA120193,3,67,81,37,84,84,88
AAA120194,1,91,97,97,47,87,82
AAA120195,1,98,87,92,67,86,90
AAA120196,1,89,96,93,92,72,79
AAA120197,1,84,99,92,81,79,91
AAA120198,1,94,99,94,96,93,86
AAA120199,1,79,90,89,60,84,86
AAA120200,1,84,95,95,92,75,80
AAA120201,1,97,78,99,95,96,89
AAA120202,2,86,91,94,82,83,89
AAA120202,3,84,96,92,41,82,82
AAA120203,1,77,86,43,67,47,85
AAA120204,1,87,99,90,37,88,82
AAA120204,3,93,95,85,67,76,78
AAA120205,2,76,75,40,92,61,78
AAA120205,3,71,72,31,68,50,82
AAA120206,2,86,79,91,97,90,94
AAA120207,1,76,92,51,96,70,91
AAA120207,2,83,96,98,56,61,78
AAA120208,1,86,99,92,49,90,86
AAA120209,1,84,100,92,92,68,85
AAA120210,3,98,94,95,95,86,91
AAA120212,1,68,94,41,86,94,79
AAA120212,3,86,81,85,75,98,91
AAA120213,1,60,83,45,68,75,84
AAA120213,2,49,95,97,99,95,82
AAA120214,1,97,98,95,93,87,84
AAA120215,1,80,100,96,78,79,100
AAA120216,2,82,74,47,89,59,89
AAA120217,1,75,67,44,100,72,85
AAA120218,1,78,94,88,50,79,85
AAA120219,1,86,100,89,70,53,87
AAA120220,1,74,93,99,98,68,96
AAA120220,2,79,79,45,41,72,80
AAA120221,3,64,77,50,69,34,89
AAA120222,2,55,92,43,93,32,86
AAA120223,1,95,98,85,44,89,86
AAA120224,1,66,97,95,64,82,90
AAA120225,1,73,66,45,64,56,78
AAA120225,2,82,66,43,87,57,78
AAA120226,2,69,94,81,73,85,98
AAA120226,3,93,100,82,96,89,91
AAA120227,1,83,87,93,64,92,87
AAA120228,1,67,77,49,95,47,86
AAA120229,1,92,99,96,46,68,92
AAA120229,3,74,96,79,39,92,80
AAA120230,1,99,80,85,98,76,95
AAA120230,3,100,79,91,78,93,92
AAA120231,1,97,97,96,60,80,93
AAA120231,2,89,99,91,69,97,90
AAA120231,3,97,85,86,98,79,95
AAA120232,1,59,93,89,82,66,98
AAA120233,1,88,81,39,66,80,92
AAA120233,2,75,75,34,91,50,84
AAA120233,3,97,86,97,67,90,85
AAA120234,3,84,87,86,79,58,91
AAA120235,1,80,87,95,72,74,92
AAA120236,1,83,91,72,51,88,91
AAA120237,1,72,94,81,69,58,82
AAA120238,1,92,98,84,72,69,86
AAA120239,1,88,87,87,92,84,84
AAA120240,1,91,88,95,67,81,85
AAA120243,1,59,97,81,65,97,88
AAA120244,1,91,92,79,87,78,77
AAA120245,1,86,92,97,81,64,79
AAA120248,1,87,98,99,90,94,82
AAA120249,1,57,81,45,44,59,99
AAA120249,3,99,97,90,89,98,91
AAA120250,1,82,80,46,65,68,92
AAA120250,2,91,81,85,98,81,85
AAA120252,1,99,99,96,85,98,92
AAA120253,2,77,99,95,56,86,93
AAA120253,3,83,81,44,92,66,89
AAA120254,1,93,98,83,79,78,91
AAA120254,3,85,87,95,83,77,82
AAA120255,1,71,84,48,74,75,84
AAA120255,2,91,97,87,56,85,97
AAA120256,1,91,99,91,58,62,88
AAA120256,2,93,100,96,79,87,85
AAA120257,1,90,94,83,30,88,85
AAA120261,1,81,77,49,79,54,90
AAA120261,2,84,99,93,65,95,84
AAA120262,2,85,90,90,60,80,84
AAA120263,1,76,88,97,83,90,82
AAA120264,1,63,85,93,94,67,96
AAA120265,1,66,67,50,66,76,80
AAA120265,3,90,81,80,82,69,84
AAA120269,1,86,94,89,87,73,97
AAA120270,1,93,82,36,63,86,88
AAA120271,1,93,95,93,96,87,78
AAA120273,1,95,96,99,79,76,88
AAA120274,1,98,75,46,62,62,79
AAA120276,1,99,92,83,96,91,74
AAA120278,1,73,95,90,92,92,92
AAA120279,1,95,97,89,74,87,87
AAA120280,1,94,99,98,25,66,99
AAA120280,2,81,81,34,64,66,86
AAA120280,3,85,75,46,86,63,91
AAA120281,1,56,100,92,85,74,78
AAA120282,1,86,94,93,82,86,82
AAA120283,1,93,93,94,65,72,90
AAA120284,1,81,92,93,98,92,92
AAA120286,1,72,88,85,87,35,98
AAA120287,1,99,99,79,92,73,80
AAA120288,1,84,98,91,83,70,84
AAA120288,3,76,80,97,76,74,98
AAA120289,1,85,98,94,41,85,91
AAA120290,1,83,80,91,86,44,91
AAA120291,1,89,99,92,48,98,79
AAA120291,2,58,91,75,96,80,100
AAA120293,1,94,96,95,53,87,85
AAA120293,2,91,92,91,58,89,92
AAA120293,4,92,98,96,71,70,91
AAA120294,3,55,100,98,62,50,56
AAA120295,1,100,99,91,74,95,87
AAA120296,2,72,99,99,60,83,80
AAA120296,3,62,91,93,83,68,78
AAA120297,1,82,67,45,82,50,88
AAA120299,1,99,90,95,99,72,98
AAA120300,1,86,87,100,96,69,79
AAA120300,2,81,95,86,50,76,83
AAA120300,3,73,85,40,93,63,91
AAA120301,2,86,86,89,78,75,92
AAA120303,1,77,96,86,32,95,88
AAA120304,1,71,87,82,79,58,81
AAA120305,1,82,79,89,71,85,88
AAA120305,2,98,96,88,48,94,97
AAA120305,3,66,84,46,78,97,81
AAA120306,2,89,91,52,98,93,97
AAA120307,1,92,88,83,95,64,68
AAA120307,2,100,90,80,92,93,84
AAA120307,3,57,84,47,67,55,82
AAA120308,1,98,83,100,95,73,92
AAA120309,1,86,96,86,52,82,99
AAA120311,1,55,85,52,85,73,83
AAA120311,2,73,94,92,69,70,88
AAA120312,1,96,90,72,99,86,98
AAA120312,3,89,80,41,98,63,91
AAA120313,1,88,99,94,49,78,98
AAA120313,2,80,80,93,73,84,87
AAA120314,1,93,97,92,38,86,83
AAA120314,2,91,100,90,95,99,82
AAA120316,1,88,99,86,63,96,81
AAA120317,1,93,97,87,44,65,97
AAA120317,2,93,81,90,85,98,87
AAA120317,3,80,76,47,91,59,88
AAA120317,4,78,80,50,92,66,81
AAA120318,1,87,94,83,78,75,84
AAA120319,1,77,100,89,39,57,88
AAA120320,1,97,97,95,99,63,91
AAA120323,1,89,79,85,99,58,91
AAA120324,2,87,90,96,21,75,84
AAA120326,1,88,78,50,84,68,93
AAA120327,1,96,94,82,87,68,89
AAA120328,3,90,94,100,49,95,85
AAA120329,1,90,95,85,74,59,86
AAA120330,1,79,93,94,51,99,90
AAA120331,1,67,94,82,76,57,87
AAA120332,1,98,96,79,78,72,94
AAA120332,2,81,100,86,56,85,82
AAA120332,3,84,82,57,93,79,89
AAA120334,1,80,94,88,75,88,82
AAA120335,1,94,81,44,85,72,90
AAA120337,3,66,83,42,71,56,100
AAA120340,1,97,95,90,82,88,89
AAA120340,3,94,90,91,65,89,86
AAA120341,1,91,80,97,81,63,81
AAA120344,1,87,84,96,87,78,94
AAA120345,1,97,98,96,74,80,99
AAA120346,1,70,97,85,99,68,78
AAA120346,2,98,98,87,96,90,84
AAA120347,1,53,77,54,92,52,83
AAA120348,1,98,97,97,73,87,92
AAA120349,1,70,81,45,78,62,94
AAA120349,2,91,95,82,44,92,86
AAA120349,3,85,96,87,68,91,88
AAA120350,1,53,97,86,77,57,98
AAA120350,2,89,90,97,72,93,92
AAA120350,3,67,90,50,73,42,99
AAA120351,1,89,83,92,73,59,86
AAA120352,1,95,89,97,96,70,91
AAA120352,2,93,89,90,90,87,84
AAA120353,1,91,86,87,95,90,92
AAA120354,2,92,92,97,97,54,86
AAA120354,3,56,78,30,48,51,90
AAA120355,1,98,92,88,78,97,79
AAA120356,1,99,95,88,83,75,90
AAA120357,1,92,98,93,81,85,82
AAA120358,1,85,97,85,51,69,89
AAA120358,3,62,74,91,61,56,90
AAA120359,1,83,94,87,42,65,92
AAA120361,1,88,94,90,57,98,96
AAA120362,1,89,98,93,57,75,89
AAA120363,1,90,96,88,68,69,99
AAA120364,1,90,72,50,71,94,82
AAA120365,1,99,83,79,97,72,96
AAA120365,2,95,72,97,95,88,81
AAA120366,1,100,96,87,82,91,90
AAA120367,2,89,100,87,59,85,85
AAA120367,3,78,81,45,93,65,96
AAA120367,4,89,100,78,40,49,79
AAA120369,1,97,80,61,100,52,85
AAA120370,2,99,99,97,72,59,78
AAA120371,1,90,83,88,57,96,97
AAA120372,1,91,91,92,62,92,83
AAA120372,2,97,89,93,69,50,80
AAA120374,2,90,86,88,39,89,89
AAA120376,1,95,94,89,57,91,99
AAA120377,1,97,99,97,85,91,84
AAA120378,1,49,71,50,97,82,82
AAA120378,2,92,93,83,93,72,95
AAA120379,1,88,79,92,97,92,79
AAA120379,3,98,76,89,87,66,99
AAA120380,1,97,96,82,44,85,92
AAA120381,1,85,94,92,55,85,91
AAA120381,2,90,97,87,62,75,78
AAA120381,3,91,92,94,80,82,100
AAA120386,1,86,94,84,90,76,88
AAA120388,1,87,84,80,92,75,89
AAA120389,1,95,94,95,63,96,84
AAA120390,1,82,88,41,92,82,83
AAA120391,3,51,74,47,59,64,86
AAA120392,1,89,80,90,89,61,90
AAA120393,1,91,78,39,87,74,92
AAA120394,1,70,80,93,73,68,80
AAA120395,1,74,99,86,43,80,81
AAA120397,2,98,95,95,62,75,84
AAA120398,1,92,82,95,83,50,91
AAA120399,1,78,83,91,98,78,85
AAA120399,2,92,95,92,34,95,90
AAA120400,1,80,95,81,96,74,89
AAA120401,1,94,79,55,79,67,89
AAA120402,1,90,99,80,47,84,78
AAA120404,1,86,97,86,87,79,90
AAA120405,1,80,69,89,99,83,83
AAA120406,2,99,83,79,96,92,88
AAA120406,4,81,94,77,16,70,89
AAA120407,1,88,75,42,80,87,81
AAA120408,1,92,90,97,98,87,90
AAA120409,1,86,86,86,86,91,85
AAA120410,1,83,83,57,95,85,84
AAA120410,2,81,96,74,87,61,95
AAA120410,3,61,92,35,100,71,88
AAA120413,1,76,88,90,72,97,83
AAA120413,2,96,99,97,56,79,79
AAA120415,1,89,96,96,81,58,89
AAA120416,1,70,77,42,85,71,93
AAA120416,2,93,81,43,72,88,79
AAA120417,1,83,94,86,64,91,98
AAA120419,1,57,95,44,73,62,91
AAA120421,1,88,98,93,76,87,80
AAA120421,2,93,77,87,86,86,93
AAA120422,1,79,91,34,98,73,85
AAA120422,2,87,84,86,96,71,81
AAA120423,2,79,100,94,60,69,84
AAA120423,3,77,95,84,79,86,89
AAA120424,1,85,92,94,93,51,82
AAA120424,3,75,81,45,93,43,90
AAA120425,1,95,82,91,92,64,96
AAA120426,1,92,96,93,81,72,84
AAA120428,1,82,88,92,99,72,92
AAA120429,1,87,92,92,65,95,80
AAA120430,2,95,98,84,76,85,89
AAA120430,3,88,91,85,96,49,85
AAA120430,4,91,89,85,96,93,81
AAA120431,1,96,84,88,70,98,98
AAA120431,2,67,80,95,58,64,92
AAA120431,3,92,93,96,73,100,79
AAA120431,4,76,77,49,92,87,90
AAA120432,1,85,97,96,56,96,79
AAA120432,2,88,99,97,65,94,92
AAA120433,1,96,79,96,97,75,89
AAA120434,1,86,85,27,70,92,82
AAA120435,1,99,87,90,82,70,99
AAA120436,1,68,78,40,83,55,87
AAA120437,1,90,96,77,64,71,89
AAA120438,1,87,96,90,68,85,78
AAA120440,1,97,100,81,24,80,78
AAA120440,2,75,94,90,76,75,82
AAA120441,1,94,97,95,75,91,100
AAA120442,1,80,67,36,75,71,97
AAA120443,1,94,81,90,97,88,99
AAA120445,1,38,84,31,97,62,83
AAA120447,1,85,70,93,97,78,91
AAA120447,2,91,85,92,98,60,78
AAA120448,1,93,95,96,67,78,79
AAA120448,2,91,100,86,20,71,85
AAA120449,1,92,100,100,44,87,88
AAA120449,2,69,85,84,94,74,91
AAA120451,1,100,86,85,64,60,94
AAA120452,1,99,94,88,56,79,83
AAA120453,2,85,77,48,71,63,91
AAA120454,1,88,98,97,100,86,95
AAA120455,1,85,87,86,85,81,92
AAA120455,3,91,79,86,77,73,72
AAA120456,1,99,80,70,93,86,86
AAA120456,2,80,92,79,76,68,98
AAA120457,1,89,93,90,75,61,89
AAA120457,2,59,80,32,75,22,78
AAA120457,3,90,84,44,96,58,90
AAA120457,4,90,78,95,82,69,85
AAA120459,1,84,88,85,82,81,78
AAA120459,2,86,99,92,57,81,83
AAA120460,2,92,94,92,73,81,87
AAA120460,3,83,86,53,64,60,78
AAA120461,1,94,100,96,58,91,93
AAA120462,1,93,99,93,79,85,88
AAA120463,1,98,99,100,88,96,91
AAA120463,2,99,99,93,76,87,92
AAA120463,3,93,84,83,97,89,90
AAA120467,1,91,96,92,55,90,86
AAA120469,1,99,99,79,67,86,89
AAA120469,3,94,79,60,96,53,83
AAA120470,1,93,95,86,56,97,90
AAA120471,1,70,74,34,71,54,94
AAA120472,1,87,99,87,52,94,79
AAA120473,1,75,87,83,93,57,93
AAA120473,2,89,96,97,63,86,79
AAA120474,1,86,80,91,65,49,88
AAA120477,1,88,99,96,58,91,82
AAA120478,1,68,83,35,72,58,83
AAA120479,1,95,98,85,87,69,80
AAA120479,3,76,74,91,84,64,85
AAA120480,1,93,79,90,83,50,88
AAA120482,1,99,96,96,90,86,81
AAA120483,1,66,96,86,35,58,100
AAA120483,2,95,96,89,98,66,87
AAA120483,3,87,93,94,79,76,92
AAA120484,1,81,78,34,96,72,78
AAA120484,2,86,98,86,76,65,100
AAA120484,3,94,99,98,41,97,84
AAA120485,1,88,79,45,69,67,100
AAA120487,1,63,86,35,61,64,92
AAA120487,2,99,83,88,99,61,91
AAA120487,3,88,87,91,68,99,84
AAA120488,1,83,90,100,62,52,92
AAA120489,1,56,61,37,77,78,83
AAA120489,2,94,67,49,77,68,81
AAA120489,3,99,97,92,74,88,84
AAA120490,1,89,82,88,72,89,91
AAA120490,2,83,70,48,97,62,90
AAA120490,3,72,97,90,52,92,81
AAA120490,4,96,96,90,74,79,91
AAA120492,1,98,78,45,60,81,78
AAA120492,2,73,79,44,74,73,82
AAA120493,1,93,97,98,78,74,89
AAA120493,2,97,86,91,54,70,81
AAA120494,1,79,85,96,97,57,80
AAA120495,3,97,98,93,67,89,83
AAA120496,1,96,92,99,88,80,78
AAA120497,1,78,72,47,73,80,83
AAA120497,2,89,87,50,66,70,90
AAA120497,3,84,89,100,68,88,86
AAA120497,4,51,76,43,65,58,78
AAA120497,5,91,70,36,71,86,99
AAA120498,1,77,99,89,95,83,84
AAA120498,2,49,98,87,79,93,89
AAA120499,1,85,89,72,100,83,86
AAA120503,1,88,89,93,36,88,84
AAA120504,1,77,70,46,81,74,79
AAA120504,2,97,98,94,79,70,88
AAA120505,1,68,81,35,53,77,84
AAA120506,1,52,83,35,65,45,83
AAA120506,3,73,69,43,82,56,82
AAA120507,1,90,87,92,86,76,78
AAA120508,1,76,99,94,69,87,81
AAA120508,3,83,99,98,77,74,94
AAA120509,1,98,94,98,51,64,90
AAA120510,1,99,99,100,59,91,92
AAA120511,1,79,78,47,77,63,92
AAA120513,1,97,78,44,71,95,91
AAA120514,1,85,74,44,92,72,87
AAA120515,1,74,84,53,96,58,90
AAA120516,2,83,95,92,78,96,92
AAA120517,2,98,69,50,60,85,83
AAA120517,3,96,94,81,52,79,87
AAA120519,2,84,81,89,89,56,91
AAA120520,2,61,71,31,84,55,98
AAA120520,3,94,98,92,70,69,91
AAA120521,2,77,90,90,91,60,93
AAA120522,1,89,89,88,92,82,65
AAA120522,3,94,96,99,98,97,98
AAA120522,4,74,87,39,97,74,80
AAA120523,1,94,76,78,80,62,82
AAA120525,2,61,74,45,60,80,78
AAA120525,3,95,98,88,96,73,98
AAA120526,1,83,86,43,78,85,97
AAA120527,1,99,96,90,62,76,83
AAA120528,2,70,79,36,51,77,84
AAA120528,3,94,98,90,88,58,78
AAA120531,1,89,77,58,94,72,91
AAA120532,2,85,82,43,78,63,89
AAA120533,1,95,95,98,70,97,78
AAA120534,1,94,100,100,76,86,80
AAA120535,1,96,86,83,100,60,85
AAA120535,3,76,96,91,71,80,92
AAA120536,1,96,96,99,79,63,85
AAA120536,3,95,97,99,58,93,78
AAA120537,1,63,87,59,85,73,79
AAA120537,2,88,100,93,81,85,89
AAA120538,1,86,77,48,59,77,85
AAA120538,3,85,89,94,98,89,81
AAA120539,1,83,87,93,80,76,97
AAA120540,1,88,98,83,52,68,82
AAA120540,2,67,99,95,78,91,88
AAA120540,3,73,84,31,94,50,91
AAA120541,1,79,75,54,97,75,92
AAA120541,2,96,95,83,38,65,97
AAA120541,3,89,84,89,62,81,83
AAA120542,3,92,99,93,74,98,92
AAA120543,3,98,77,99,97,65,93
AAA120544,1,62,67,48,92,63,87
AAA120545,1,93,97,83,72,95,90
AAA120545,2,87,98,89,70,70,82
AAA120546,1,91,87,91,98,79,81
AAA120546,2,90,94,90,75,89,94
AAA120546,3,94,100,77,28,91,90
AAA120548,2,99,93,92,92,84,87
AAA120549,1,83,96,92,41,90,91
AAA120550,1,51,91,99,65,49,79
AAA120551,1,97,96,95,92,99,78
AAA120552,1,98,89,87,91,81,78
AAA120553,1,91,72,38,88,52,90
AAA120554,1,77,99,92,84,62,82
AAA120555,2,97,93,95,62,47,80
AAA120556,3,90,92,86,87,58,84
AAA120558,1,85,98,100,73,88,78
AAA120559,1,97,95,97,91,86,89
AAA120563,1,83,92,90,79,71,100
AAA120563,3,95,84,83,78,64,92
AAA120565,1,75,96,85,71,72,86
AAA120567,1,86,86,94,91,93,85
AAA120568,1,97,81,90,95,87,78
AAA120568,2,94,83,35,96,44,86
AAA120568,3,85,90,86,73,93,88
AAA120571,1,92,99,83,57,92,86
AAA120572,1,43,82,48,73,78,82
AAA120572,2,84,98,95,51,83,87
AAA120573,1,90,86,98,96,57,87
AAA120574,1,93,94,88,62,41,82
AAA120575,1,80,89,76,95,54,89
AAA120577,2,84,98,92,69,98,79
AAA120578,1,98,79,93,95,98,93
AAA120579,1,94,93,93,64,68,89
AAA120580,1,89,99,100,78,73,79
AAA120581,1,64,69,46,87,67,90
AAA120583,1,84,94,94,52,88,91
AAA120583,2,86,82,43,53,83,88
AAA120585,1,89,100,83,59,81,85
AAA120585,2,77,76,54,49,55,91
AAA120585,3,85,93,99,69,87,91
AAA120586,4,68,72,45,81,79,86
AAA120587,1,83,99,88,48,79,80
AAA120587,2,99,98,82,85,97,82
AAA120587,3,92,97,96,60,89,78
AAA120590,1,90,96,89,85,99,84
AAA120590,2,76,79,55,54,82,85
AAA120590,3,74,72,47,78,58,83
AAA120591,1,85,86,95,72,83,90
AAA120592,1,95,100,82,44,87,87
AAA120593,1,95,92,91,82,93,92
AAA120593,2,91,99,94,80,78,83
AAA120595,1,96,100,92,81,90,90
AAA120595,2,71,99,91,22,74,92
AAA120596,2,88,94,77,69,60,90
AAA120596,3,76,97,92,72,84,98
AAA120597,2,63,74,34,43,74,83
AAA120598,1,86,80,94,78,64,77
AAA120598,2,52,82,35,55,57,90
