,Date,Sales
787,2023-02-27,1991959.4847358004
788,2023-02-28,1991693.6503244643
789,2023-03-01,1991698.8186707387
790,2023-03-02,1991647.8814383086
791,2023-03-03,1992043.6627482278
792,2023-03-04,1991527.186383499
793,2023-03-05,1991831.1436572634
794,2023-03-06,1992451.2585632824
795,2023-03-07,1991812.4382368182
796,2023-03-08,1992157.7425936614
797,2023-03-09,1991688.6712726615
798,2023-03-10,1991719.3590792709
799,2023-03-11,1991865.6663038514
800,2023-03-12,1991332.3641944078
801,2023-03-13,1991224.2344220637
802,2023-03-14,1992209.0317441723
803,2023-03-15,1992162.650206943
804,2023-03-16,1991502.7479117583
805,2023-03-17,1991556.0927326253
806,2023-03-18,1991076.4228965084
807,2023-03-19,1991470.5756504268
808,2023-03-20,1992077.3828961707
809,2023-03-21,1991728.6613873418
810,2023-03-22,1991478.5995816856
811,2023-03-23,1992020.572827041
812,2023-03-24,1991769.998222315
813,2023-03-25,1992030.4581141134
814,2023-03-26,1991377.4748138655
815,2023-03-27,1992060.1906127725
816,2023-03-28,1992292.9115911925
817,2023-03-29,1990963.4539223253
818,2023-03-30,1991595.9338671206
819,2023-03-31,1991116.761361412
820,2023-04-01,1991960.468157853
821,2023-04-02,1991474.9586019071
822,2023-04-03,1991451.9201704052
823,2023-04-04,1990692.8111024075
824,2023-04-05,1991589.015374712
825,2023-04-06,1991905.272709948
826,2023-04-07,1991797.8995900184
827,2023-04-08,1991514.2481133784
828,2023-04-09,1991539.9030352295
829,2023-04-10,1991108.9169482149
830,2023-04-11,1991289.438910733
831,2023-04-12,1991319.49528322
832,2023-04-13,1992052.1774249328
833,2023-04-14,1991734.3640498272
834,2023-04-15,1991604.1236106497
835,2023-04-16,1992048.272238167
836,2023-04-17,1991358.7743185633
837,2023-04-18,1991582.5613543305
838,2023-04-19,1991398.1516117095
839,2023-04-20,1991312.4220484283
840,2023-04-21,1991709.7816350842
841,2023-04-22,1990752.2460022327
842,2023-04-23,1991449.3673985135
843,2023-04-24,1991946.7426173035
844,2023-04-25,1990894.033459597
845,2023-04-26,1991265.6746749738
846,2023-04-27,1991255.4770427528
847,2023-04-28,1990971.660078765
848,2023-04-29,1990888.0897134687
849,2023-04-30,1990351.9275660142
850,2023-05-01,1992496.2401424674
851,2023-05-02,1991803.5040908302
852,2023-05-03,1990361.5580659145
853,2023-05-04,1992299.568623421
854,2023-05-05,1991078.515618649
855,2023-05-06,1991720.626125567
856,2023-05-07,1990803.466266766
857,2023-05-08,1990906.15526865
858,2023-05-09,1990681.0040195286
859,2023-05-10,1989898.3155989896
860,2023-05-11,1989930.8638787854
861,2023-05-12,1990330.6219385783
862,2023-05-13,1991008.9061062993
863,2023-05-14,1989865.7442743704
864,2023-05-15,1990783.0284892826
865,2023-05-16,1991114.3121592705
866,2023-05-17,1990667.8813749363
867,2023-05-18,1990336.118775938
868,2023-05-19,1990367.9948398788
869,2023-05-20,1990928.830083057
870,2023-05-21,1990031.3825474014
871,2023-05-22,1990755.5143632898
872,2023-05-23,1990631.0190140533
873,2023-05-24,1989827.0354666791
874,2023-05-25,1989738.965846845
875,2023-05-26,1989680.7927346039
876,2023-05-27,1990779.1669148311
877,2023-05-28,1991000.18464237
878,2023-05-29,1990195.7314206888
879,2023-05-30,1990214.1684806312
880,2023-05-31,1989268.7854872174
881,2023-06-01,1990365.5144848207
882,2023-06-02,1990382.188279066
883,2023-06-03,1988345.1392578206
884,2023-06-04,1989703.7387808508
885,2023-06-05,1991357.4692867459
886,2023-06-06,1989929.0972060866
887,2023-06-07,1990348.7928753437
888,2023-06-08,1989325.7744071113
889,2023-06-09,1989338.8534335615
890,2023-06-10,1988916.2783925277
891,2023-06-11,1989097.3130721652
892,2023-06-12,1991404.0884952515
893,2023-06-13,1989141.505702283
894,2023-06-14,1989201.1044430851
895,2023-06-15,1989773.1769905917
896,2023-06-16,1989734.3187742133
897,2023-06-17,1988241.6845696303
898,2023-06-18,1989527.890620954
899,2023-06-19,1990091.8514665898
900,2023-06-20,1989811.591994546
901,2023-06-21,1989418.134224291
902,2023-06-22,1989737.3776225348
903,2023-06-23,1989604.2245472178
904,2023-06-24,1988350.7815411151
905,2023-06-25,1988782.8635289269
906,2023-06-26,1989189.56241479
907,2023-06-27,1988126.7335784198
908,2023-06-28,1988404.4447558126
909,2023-06-29,1988201.2114840304
910,2023-06-30,1988172.454883111
911,2023-07-01,1988642.655294535
912,2023-07-02,1989356.0524514169
913,2023-07-03,1988771.014804035
914,2023-07-04,1987494.6345591778
915,2023-07-05,1987557.083598226
916,2023-07-06,1988742.5253730977
917,2023-07-07,1988631.8245538627
918,2023-07-08,1987733.8009806399
919,2023-07-09,1989209.4504951893
920,2023-07-10,1987631.9686376676
921,2023-07-11,1987628.8902402506
922,2023-07-12,1987463.79242641
923,2023-07-13,1988654.3293797867
924,2023-07-14,1988070.7934627698
925,2023-07-15,1988397.1726031078
926,2023-07-16,1987609.138386587
927,2023-07-17,1987860.7171771596
928,2023-07-18,1988898.542271293
929,2023-07-19,1988650.352054839
930,2023-07-20,1988183.6315059063
931,2023-07-21,1987360.2885807485
932,2023-07-22,1987464.7797486586
933,2023-07-23,1987816.6453262947
934,2023-07-24,1988535.595000049
935,2023-07-25,1987406.0585766821
936,2023-07-26,1988481.3393978665
937,2023-07-27,1988240.0561280726
938,2023-07-28,1987460.0075753748
939,2023-07-29,1987209.9506704547
940,2023-07-30,1988301.8146842576
941,2023-07-31,1987359.4179513825
942,2023-08-01,1987929.1725247628
943,2023-08-02,1987302.4280632115
944,2023-08-03,1987060.5503693733
945,2023-08-04,1987815.0293230945
946,2023-08-05,1987831.4795303203
947,2023-08-06,1986500.4166591535
948,2023-08-07,1986700.0863802033
949,2023-08-08,1987260.8302387793
950,2023-08-09,1987209.4905019053
951,2023-08-10,1987048.2594063776
952,2023-08-11,1986172.8116909207
953,2023-08-12,1986612.9396125153
954,2023-08-13,1986661.776569195
955,2023-08-14,1987568.13467736
956,2023-08-15,1986276.6868864172
957,2023-08-16,1986088.7128595638
958,2023-08-17,1987222.4703750778
959,2023-08-18,1986614.6989366
960,2023-08-19,1987654.9739365664
961,2023-08-20,1985486.9066192773
962,2023-08-21,1985488.0776834448
963,2023-08-22,1986210.3465572877
964,2023-08-23,1986269.936574639
965,2023-08-24,1987020.367605777
966,2023-08-25,1986329.5402270139
967,2023-08-26,1986276.5852059568
968,2023-08-27,1985780.2931645312
969,2023-08-28,1986683.1696769884
970,2023-08-29,1987647.02790466
971,2023-08-30,1985827.2786903335
972,2023-08-31,1986089.8923137186
973,2023-09-01,1986831.4480251207
974,2023-09-02,1985570.4884702512
975,2023-09-03,1986712.4655890535
976,2023-09-04,1986246.5140096196
977,2023-09-05,1986665.61292816
978,2023-09-06,1985807.485705755
979,2023-09-07,1985388.226948572
980,2023-09-08,1986478.6597438909
981,2023-09-09,1986563.8182076488
982,2023-09-10,1986188.041290732
983,2023-09-11,1985780.2854368496
984,2023-09-12,1985567.0956927112
985,2023-09-13,1985632.5065898865
986,2023-09-14,1985744.2882499478
987,2023-09-15,1986559.6352956288
988,2023-09-16,1984468.434419209
989,2023-09-17,1985408.5347520628
990,2023-09-18,1986113.9178036805
991,2023-09-19,1984960.202352137
992,2023-09-20,1985620.692567816
993,2023-09-21,1986236.2350746472
994,2023-09-22,1986392.4102399468
995,2023-09-23,1986165.3704016295
996,2023-09-24,1985100.7191167725
997,2023-09-25,1984724.9405459352
998,2023-09-26,1984636.9558808515
999,2023-09-27,1984944.7802755455
1000,2023-09-28,1985376.3329344396
1001,2023-09-29,1983970.745621044
1002,2023-09-30,1983959.0595516262
1003,2023-10-01,1985048.6428645225
1004,2023-10-02,1984770.1025586538
1005,2023-10-03,1984596.7384628572
1006,2023-10-04,1985505.6460222856
1007,2023-10-05,1984555.105672021
1008,2023-10-06,1984449.346654146
1009,2023-10-07,1984842.9955845217
1010,2023-10-08,1985068.9238412785
1011,2023-10-09,1984879.916554232
1012,2023-10-10,1984922.1375889957
1013,2023-10-11,1984769.9553294252
1014,2023-10-12,1984839.1684889735
1015,2023-10-13,1984952.3291076864
1016,2023-10-14,1984641.9109809804
1017,2023-10-15,1985128.7887502487
1018,2023-10-16,1984910.3251204025
1019,2023-10-17,1984166.090934026
1020,2023-10-18,1984978.955166702
1021,2023-10-19,1984996.2821172965
1022,2023-10-20,1984239.3198515002
1023,2023-10-21,1984462.213583006
1024,2023-10-22,1984666.658834007
1025,2023-10-23,1984722.6850383086
1026,2023-10-24,1984589.5234975666
1027,2023-10-25,1984994.6557031833
1028,2023-10-26,1985141.720515057
1029,2023-10-27,1984699.713432591
1030,2023-10-28,1984934.5998940456
1031,2023-10-29,1984615.4979108395
1032,2023-10-30,1984364.7227618308
1033,2023-10-31,1985202.5888816353
1034,2023-11-01,1984838.6199977833
1035,2023-11-02,1984718.174870065
1036,2023-11-03,1984795.169717537
1037,2023-11-04,1984903.8590695849
1038,2023-11-05,1985007.5143224148
1039,2023-11-06,1984631.1813047773
1040,2023-11-07,1985153.319804764
1041,2023-11-08,1984981.8968718993
1042,2023-11-09,1985376.6855965615
1043,2023-11-10,1985100.637260555
1044,2023-11-11,1984778.514449104
1045,2023-11-12,1985502.2682237292
1046,2023-11-13,1985317.004699186
1047,2023-11-14,1985209.2999791603
1048,2023-11-15,1985138.1148180952
1049,2023-11-16,1985474.8429799408
1050,2023-11-17,1985054.4795909198
1051,2023-11-18,1985262.0370503415
1052,2023-11-19,1985384.3047112054
1053,2023-11-20,1985249.087744031
1054,2023-11-21,1985398.7786007
1055,2023-11-22,1985101.0116124714
1056,2023-11-23,1985778.7075348222
1057,2023-11-24,1985575.1911098338
1058,2023-11-25,1985453.9507280202
1059,2023-11-26,1985628.324796277
1060,2023-11-27,1985397.4861098332
1061,2023-11-28,1985280.4992749135
1062,2023-11-29,1985847.3470000094
1063,2023-11-30,1985792.3867541202
1064,2023-12-01,1985439.9034838062
1065,2023-12-02,1985669.9598746845
1066,2023-12-03,1985811.299614266
1067,2023-12-04,1985841.893754326
1068,2023-12-05,1985761.7544886991
1069,2023-12-06,1986037.5356926424
1070,2023-12-07,1986239.3456870273
1071,2023-12-08,1985612.0706691565
1072,2023-12-09,1985729.1929211724
1073,2023-12-10,1985840.07472105
1074,2023-12-11,1985709.4269452076
1075,2023-12-12,1985977.937091399
1076,2023-12-13,1985812.4180640392
1077,2023-12-14,1985738.1849778478
1078,2023-12-15,1985889.7424491283
1079,2023-12-16,1985990.357417677
1080,2023-12-17,1985939.4385077336
1081,2023-12-18,1986116.657202692
1082,2023-12-19,1986189.3763367047
1083,2023-12-20,1986185.0625083607
1084,2023-12-21,1986324.5752148235
1085,2023-12-22,1986146.6315601598
1086,2023-12-23,1986125.6849186467
1087,2023-12-24,1986061.7314293012
1088,2023-12-25,1986340.3249147667
1089,2023-12-26,1986443.2247140245
1090,2023-12-27,1986381.2082195596
1091,2023-12-28,1986380.4133047557
1092,2023-12-29,1986712.7628072503
1093,2023-12-30,1986518.5423699683
1094,2023-12-31,1986325.4845331786
