index,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,dob
425947,3D67634C78EA7D30,docked_bike,2023-03-08 08:24:45,2023-03-08 08:55:55,Wabash Ave & Grand Ave,199.0,Noble St & Milwaukee Ave,29.0,41.8915,-87.6268,41.9007,-87.6626,casual,
101103,570178092F039CBC,docked_bike,2023-01-25 14:54:45,2023-01-25 14:57:47,Sheridan Rd & Columbia Ave,660.0,Glenwood Ave & Morse Ave,447.0,42.0046,-87.6614,42.008,-87.6655,casual,
224502,41C8B6DE8C0E70F1,docked_bike,2023-02-22 06:13:37,2023-02-22 06:27:55,Lake Shore Dr & Monroe St,76.0,Shedd Aquarium,3.0,41.881,-87.6167,41.8672,-87.6154,casual,
139536,2E4615ECBC1352B1,docked_bike,2023-01-28 09:39:56,2023-01-28 10:03:35,Larrabee St & Menomonee St,28.0,Fairbanks Ct & Grand Ave,24.0,41.9147,-87.6433,41.8918,-87.6206,member,1975-02-01
426068,ACA9ED86A6952BE6,docked_bike,2023-03-12 01:42:43,2023-03-12 01:48:46,State St & Harrison St,5.0,Michigan Ave & Washington St,43.0,41.8741,-87.6277,41.884,-87.6247,member,1990-03-07
372318,3DEF38A387756106,docked_bike,2023-03-10 23:35:21,2023-03-11 00:06:21,Clarendon Ave & Gordon Ter,312.0,Millennium Park,90.0,41.9579,-87.6495,41.881,-87.6241,member,1994-01-17
122676,71C239B0E6CDE0D2,docked_bike,2023-01-16 10:42:18,2023-01-16 10:51:08,Clinton St & Madison St,77.0,Orleans St & Hubbard St,636.0,41.8822,-87.6411,41.89,-87.6366,member,1992-10-22
13696,21817CFF92965E24,docked_bike,2023-01-25 11:35:23,2023-01-25 11:40:52,Shore Dr & 55th St,247.0,Woodlawn Ave & 55th St,248.0,41.7952,-87.5807,41.7953,-87.5965,member,1998-03-25
158424,6E15AE6C252ED929,docked_bike,2023-02-18 01:00:18,2023-02-18 01:15:24,Ashland Ave & Blackhawk St,333.0,Rush St & Hubbard St,125.0,41.9071,-87.6673,41.8902,-87.6262,member,2004-10-02
191424,169D52365A6DFC0A,docked_bike,2023-02-24 14:10:30,2023-02-24 14:14:20,Broadway & Waveland Ave,304.0,Clark St & Grace St,165.0,41.9491,-87.6486,41.9508,-87.6592,member,1998-07-31
175903,D0FC2723C5A31F0D,docked_bike,2023-02-03 05:11:01,2023-02-03 05:23:25,Dodge Ave & Church St,600.0,Evanston Civic Center,661.0,42.0483,-87.6982,42.057,-87.6866,member,1991-08-25
325721,F4450D5FA8163BE9,docked_bike,2023-03-06 00:46:16,2023-03-06 00:49:23,Wolcott Ave & Fargo Ave,519.0,Paulina St & Howard St,515.0,42.017,-87.6777,42.0192,-87.6736,member,1996-10-06
7432,94F6D9C9741D246C,docked_bike,2023-01-30 05:15:26,2023-01-30 05:30:28,Canal St & Adams St,192.0,Michigan Ave & Washington St,43.0,41.8793,-87.6399,41.884,-87.6247,member,1996-05-31
283698,E5E0C266AD1EAC89,docked_bike,2023-03-26 09:38:27,2023-03-26 09:50:55,Wells St & Evergreen Ave,291.0,Bissell St & Armitage Ave,113.0,41.9067,-87.6348,41.9184,-87.6522,casual,
152579,368C9D46DADBE8A0,docked_bike,2023-02-22 11:01:33,2023-02-22 11:07:14,Southport Ave & Roscoe St,229.0,Sheffield Ave & Waveland Ave,114.0,41.9437,-87.664,41.9494,-87.6545,member,1986-12-04
196018,116219178EB90A17,docked_bike,2023-02-28 09:11:24,2023-02-28 09:26:57,Green St & Randolph St,112.0,Dearborn Pkwy & Delaware Pl,140.0,41.8837,-87.6487,41.899,-87.6299,member,1988-09-14
426232,66073227E63F9F8D,docked_bike,2023-03-24 12:27:04,2023-03-24 12:27:29,Spaulding Ave & Armitage Ave,506.0,Spaulding Ave & Armitage Ave,506.0,41.9171,-87.7102,41.9171,-87.7102,member,1990-09-11
270056,5DD078BD412018BB,docked_bike,2023-02-07 11:06:43,2023-02-07 11:17:17,Campbell Ave & North Ave,160.0,Damen Ave & Division St,130.0,41.9105,-87.6896,41.9033,-87.6784,member,1990-07-27
124046,0FE3690BEA4964E2,docked_bike,2023-01-08 11:09:20,2023-01-08 11:22:26,Clinton St & Jackson Blvd,638.0,Wabash Ave & Roosevelt Rd,59.0,41.8781,-87.6398,41.8672,-87.626,member,1996-09-19
53735,065C9C4A1DDC9E6A,docked_bike,2023-01-04 11:00:32,2023-01-04 11:05:50,Kimbark Ave & 53rd St,322.0,Woodlawn Ave & 55th St,248.0,41.7996,-87.5947,41.7953,-87.5965,member,1958-12-27
325596,2F9F466CB7433587,docked_bike,2023-03-08 10:55:35,2023-03-08 11:02:38,Streeter Dr & Grand Ave,35.0,Fairbanks St & Superior St,635.0,41.8923,-87.612,41.8957,-87.6201,member,1984-11-09
223635,C91524D6730B7A13,docked_bike,2023-02-08 00:49:22,2023-02-08 01:09:37,Rockwell St & Eastwood Ave,478.0,Avondale Ave & Irving Park Rd,483.0,41.9659,-87.6936,41.9534,-87.732,member,1991-01-14
370006,91675C37B7995C11,docked_bike,2023-03-30 06:09:04,2023-03-30 06:13:13,Clarendon Ave & Gordon Ter,312.0,Broadway & Sheridan Rd,256.0,41.9579,-87.6495,41.9528,-87.65,member,1994-04-25
271763,CD2E89D3C3E69597,docked_bike,2023-02-04 08:44:32,2023-02-04 08:51:32,Ravenswood Ave & Lawrence Ave,344.0,Clark St & Berwyn Ave,463.0,41.9691,-87.6742,41.978,-87.668,member,1998-06-14
46802,E94F46847AEF4EAF,docked_bike,2023-01-30 00:14:57,2023-01-30 00:30:10,Wells St & Concord Ln,289.0,Franklin St & Monroe St,287.0,41.9121,-87.6347,41.8803,-87.6352,member,1963-02-05
53089,9025C99BDCEEBCC5,docked_bike,2023-01-04 10:56:12,2023-01-04 11:02:28,Rush St & Cedar St,172.0,Wells St & Huron St,53.0,41.9023,-87.6277,41.8947,-87.6344,member,1971-09-30
425805,5BB9721770BDD219,docked_bike,2023-03-12 04:11:35,2023-03-12 04:18:36,Ellis Ave & 55th St,420.0,Lake Park Ave & 56th St,345.0,41.7943,-87.6015,41.7932,-87.5878,member,2005-10-12
23452,5F6B6DA03AEF42E2,docked_bike,2023-01-29 10:56:32,2023-01-29 11:00:12,Marshfield Ave & Cortland St,58.0,Damen Ave & Cortland St,219.0,41.916,-87.6689,41.916,-87.6773,member,2003-08-10
253220,A8C1A29061C56669,docked_bike,2023-02-19 01:59:47,2023-02-19 02:03:22,Columbus Dr & Randolph St,195.0,Millennium Park,90.0,41.8847,-87.6195,41.881,-87.6241,member,1981-09-30
77238,38974A3C0ED78E06,docked_bike,2023-01-03 10:35:19,2023-01-03 10:47:13,Orleans St & Merchandise Mart Plaza,100.0,McClurg Ct & Illinois St,26.0,41.8882,-87.6364,41.8904,-87.6175,member,2003-11-09
333515,74CC6D899E97473A,docked_bike,2023-03-09 13:35:03,2023-03-09 13:47:53,Broadway & Waveland Ave,304.0,Sheridan Rd & Lawrence Ave,323.0,41.9491,-87.6486,41.9695,-87.6547,member,1983-12-04
64541,28531EAF0E3F226D,docked_bike,2023-01-03 03:53:42,2023-01-03 04:08:10,Dearborn St & Erie St,110.0,Green St & Madison St,198.0,41.894,-87.6293,41.8819,-87.6488,casual,
101618,AFB0B32601EBA1B5,docked_bike,2023-01-01 07:07:21,2023-01-01 07:34:08,Broadway & Cornelia Ave,303.0,Lakefront Trail & Bryn Mawr Ave,459.0,41.9455,-87.6464,41.984,-87.6523,member,1981-08-29
352357,A97825714BF53E08,docked_bike,2023-03-12 11:33:53,2023-03-12 12:09:03,Michigan Ave & Oak St,85.0,Pine Grove Ave & Waveland Ave,232.0,41.901,-87.6238,41.9493,-87.6463,casual,
27813,89619D3B85F91950,docked_bike,2023-01-31 06:23:46,2023-01-31 06:27:06,Desplaines St & Jackson Blvd,107.0,900 W Harrison St,109.0,41.8783,-87.6439,41.8748,-87.6498,member,1994-04-17
12220,4B5651892625252E,docked_bike,2023-01-26 06:29:31,2023-01-26 06:29:35,Michigan Ave & 18th St,273.0,Michigan Ave & 18th St,273.0,41.8578,-87.6246,41.8578,-87.6246,member,1995-04-26
307179,0A6323821524EA50,docked_bike,2023-03-08 09:19:48,2023-03-08 09:24:42,California Ave & Milwaukee Ave,123.0,Humboldt Blvd & Armitage Ave,507.0,41.9227,-87.6972,41.9175,-87.7018,member,1975-01-31
355017,9320C251C5C4D823,docked_bike,2023-03-08 07:27:31,2023-03-08 07:46:36,Racine Ave & Belmont Ave,226.0,Damen Ave & Clybourn Ave,163.0,41.9397,-87.6589,41.9319,-87.6779,member,1986-09-29
211423,2D06F183A53AE84F,docked_bike,2023-02-28 09:27:35,2023-02-28 10:03:54,State St & Van Buren St,33.0,Michigan Ave & Ida B Wells Dr,45.0,41.8772,-87.6278,41.8762,-87.6244,member,1996-09-20
83789,C423F8B1C513ACC5,docked_bike,2023-01-12 22:47:57,2023-01-12 22:53:52,Sedgwick St & Webster Ave,143.0,Sheffield Ave & Webster Ave,327.0,41.9222,-87.6389,41.9215,-87.6538,member,1995-08-25
138642,0C9994D41ED19CFF,docked_bike,2023-01-03 02:16:06,2023-01-03 02:26:18,Damen Ave & Foster Ave,464.0,Broadway & Thorndale Ave,458.0,41.9756,-87.6795,41.9897,-87.6601,member,1994-03-07
341407,86123F9B9A96A9D0,docked_bike,2023-03-08 11:41:45,2023-03-08 11:45:28,Wilton Ave & Belmont Ave,117.0,Burling St (Halsted) & Diversey Pkwy (Temp),332.0,41.9402,-87.653,41.9331,-87.6478,member,1992-10-28
400601,0E8F0A69410C5262,docked_bike,2023-03-14 00:12:14,2023-03-14 00:15:31,Franklin St & Lake St,164.0,LaSalle St & Washington St,98.0,41.8858,-87.6355,41.8827,-87.6325,member,1991-10-26
253989,7789F8F4C9F58741,docked_bike,2023-02-26 12:04:24,2023-02-26 14:38:26,Michigan Ave & Washington St,43.0,Michigan Ave & Washington St,43.0,41.884,-87.6247,41.884,-87.6247,casual,
313070,49293E642A3E4746,docked_bike,2023-03-09 11:03:47,2023-03-09 11:12:35,Dearborn St & Erie St,110.0,State St & Randolph St,44.0,41.894,-87.6293,41.8847,-87.6277,member,2004-10-21
313103,7FB08D67A3CB0A05,docked_bike,2023-03-06 04:29:53,2023-03-06 04:34:49,Burling St (Halsted) & Diversey Pkwy (Temp),332.0,Broadway & Barry Ave,300.0,41.9331,-87.6478,41.9377,-87.6441,member,1993-01-28
379093,111FF9004778CE24,docked_bike,2023-03-15 08:27:02,2023-03-15 08:35:43,Desplaines St & Kinzie St,56.0,Fairbanks Ct & Grand Ave,24.0,41.8887,-87.6444,41.8918,-87.6206,member,1996-09-19
138960,9DE992F1C03C95B8,docked_bike,2023-01-29 08:53:46,2023-01-29 08:59:23,Sheffield Ave & Fullerton Ave,67.0,Burling St (Halsted) & Diversey Pkwy (Temp),332.0,41.9256,-87.6537,41.9331,-87.6478,member,1994-06-20
171246,69002DC2362BFCAA,docked_bike,2023-02-03 10:10:49,2023-02-03 10:16:12,Ellis Ave & 55th St,420.0,Ellis Ave & 60th St,426.0,41.7943,-87.6015,41.7851,-87.6011,member,1998-07-17
313473,2F0DB82E18C95A42,docked_bike,2023-03-12 11:53:16,2023-03-12 12:08:05,Fort Dearborn Dr & 31st St,150.0,Wentworth Ave & 24th St (Temp),132.0,41.8386,-87.6082,41.8501,-87.6321,member,1982-07-27
324921,4F8F462274455A22,docked_bike,2023-03-24 02:21:52,2023-03-24 02:41:57,Lake Shore Dr & Wellington Ave,157.0,Mies van der Rohe Way & Chicago Ave,173.0,41.9367,-87.6368,41.8969,-87.6217,member,1988-06-12
293230,E5FF4BB07F70178B,docked_bike,2023-03-12 13:55:35,2023-03-12 14:00:21,Desplaines St & Kinzie St,56.0,Orleans St & Hubbard St,636.0,41.8887,-87.6444,41.89,-87.6366,member,1994-07-05
382820,9C389FCC22383F43,docked_bike,2023-03-05 06:11:04,2023-03-05 06:18:04,Halsted St & Polk St,108.0,Jefferson St & Monroe St,73.0,41.8718,-87.6466,41.8804,-87.6427,member,2000-07-02
31014,EBF0CEBA520E8013,docked_bike,2023-01-29 03:00:15,2023-01-29 03:10:59,Wells St & Huron St,53.0,Sangamon St & Washington Blvd,233.0,41.8947,-87.6344,41.8832,-87.6511,member,1986-07-26
226104,C9A5C62D2154E297,docked_bike,2023-02-07 12:31:49,2023-02-07 12:42:29,Western Ave & Winnebago Ave,116.0,Western Ave & Walton St,374.0,41.9155,-87.687,41.8984,-87.6866,member,1986-08-01
81575,C1E1BBBBA49ABE52,docked_bike,2022-12-31 18:29:03,2022-12-31 18:41:44,Glenwood Ave & Morse Ave,447.0,Western Ave & Lunt Ave,467.0,42.008,-87.6655,42.0086,-87.6905,member,2002-02-10
18928,4C344AA58EE447CF,docked_bike,2023-01-02 12:32:16,2023-01-02 12:33:06,Aberdeen St & Monroe St,80.0,Aberdeen St & Monroe St,80.0,41.8804,-87.6555,41.8804,-87.6555,member,2005-02-04
103637,AE0A28CF804EF80D,docked_bike,2023-01-31 10:33:29,2023-01-31 10:53:25,Franklin St & Monroe St,287.0,Halsted St & Clybourn Ave,331.0,41.8803,-87.6352,41.9097,-87.6481,member,1997-11-24
188690,4D6A7C2CDBC6C471,docked_bike,2023-02-18 14:04:46,2023-02-18 14:09:55,Clark St & Elm St,176.0,Larrabee St & Division St,359.0,41.903,-87.6313,41.9035,-87.6434,member,1955-08-03
30458,6A60FBE7E053B2A9,docked_bike,2023-01-22 09:45:58,2023-01-22 09:54:23,Canal St & Adams St,192.0,Desplaines St & Kinzie St,56.0,41.8793,-87.6399,41.8887,-87.6444,member,1998-09-24
413999,7AE96199D952AC5E,docked_bike,2023-03-30 04:06:48,2023-03-30 04:13:40,Lincoln Ave & Diversey Pkwy,152.0,Ashland Ave & Wellington Ave,250.0,41.9322,-87.6586,41.9361,-87.6698,member,2001-12-28
147687,2BA9D473B721E289,docked_bike,2023-02-01 03:44:45,2023-02-01 03:45:01,Wells St & Elm St,182.0,Wells St & Elm St,182.0,41.9032,-87.6343,41.9032,-87.6343,member,2005-03-08
411197,CEDBE35DF8A66A8F,docked_bike,2023-03-09 07:30:54,2023-03-09 12:52:30,Ellis Ave & 53rd St,418.0,Kosciuszko Park,499.0,41.7993,-87.601,41.9306,-87.7238,casual,
80888,A9FB1A2746AA62B2,docked_bike,2023-01-30 13:14:05,2023-01-30 13:24:23,Broadway & Sheridan Rd,256.0,Southport Ave & Roscoe St,229.0,41.9528,-87.65,41.9437,-87.664,member,1993-01-15
243716,CFF40E0FC9B2559D,docked_bike,2023-02-20 23:32:02,2023-02-20 23:36:29,Clybourn Ave & Division St,138.0,Dayton St & North Ave,60.0,41.9046,-87.6406,41.9106,-87.6494,member,1993-12-15
211005,FEC7D7CAAEC52033,docked_bike,2023-02-23 06:46:08,2023-02-23 06:54:10,Sedgwick St & North Ave,118.0,Cannon Dr & Fullerton Ave,34.0,41.9114,-87.6387,41.9268,-87.6344,member,1971-05-24
176294,B540E44A4CAE231F,docked_bike,2023-02-10 10:06:57,2023-02-10 10:22:15,McClurg Ct & Erie St,142.0,Clinton St & Madison St,77.0,41.8945,-87.6179,41.8822,-87.6411,member,1984-03-10
390616,5E12E2BDFC03CA04,docked_bike,2023-03-12 07:33:35,2023-03-12 07:38:24,Sheridan Rd & Noyes St (NU),604.0,Chicago Ave & Sheridan Rd,603.0,42.0582,-87.6774,42.0505,-87.6778,member,1980-08-23
219794,C8BEBD182409B860,docked_bike,2023-02-23 07:29:16,2023-02-23 07:33:55,Noble St & Milwaukee Ave,29.0,Ashland Ave & Chicago Ave,350.0,41.9007,-87.6626,41.896,-87.6677,member,1995-06-27
320674,02E33D98008E1CD8,docked_bike,2023-03-12 06:00:19,2023-03-13 01:53:31,Theater on the Lake,177.0,Streeter Dr & Grand Ave,35.0,41.9263,-87.6308,41.8923,-87.612,casual,
180252,76ABF640AC8254DE,docked_bike,2023-02-20 11:51:25,2023-02-20 12:04:17,Halsted St & Maxwell St,282.0,Clinton St & Madison St,77.0,41.8649,-87.6471,41.8822,-87.6411,member,1982-09-22
294934,EE7158A90AD5B923,docked_bike,2023-03-09 05:29:38,2023-03-09 05:38:03,Marine Dr & Ainslie St,465.0,Sheridan Rd & Buena Ave,306.0,41.9716,-87.6502,41.9585,-87.655,member,1973-06-27
380564,4EC8FCA152E8CBE2,docked_bike,2023-03-11 10:44:52,2023-03-11 11:08:27,Clark St & Randolph St,51.0,Lakeview Ave & Fullerton Pkwy,313.0,41.8846,-87.6319,41.9259,-87.639,casual,
376190,EDD839A70AC0926D,docked_bike,2023-03-02 07:19:25,2023-03-02 07:29:13,Larrabee St & Division St,359.0,Rush St & Superior St,161.0,41.9035,-87.6434,41.8958,-87.6259,member,1992-11-15
327085,933618A1E1F8D4B7,docked_bike,2023-03-07 05:51:04,2023-03-07 05:54:08,Halsted St & Archer Ave,206.0,Emerald Ave & 28th St,207.0,41.8472,-87.6468,41.8436,-87.6454,member,1973-09-25
375630,6045682838F4678D,docked_bike,2023-03-07 06:20:59,2023-03-07 06:22:46,State St & Van Buren St,33.0,State St & Harrison St,5.0,41.8772,-87.6278,41.8741,-87.6277,member,2001-11-27
344810,BC829E039B36BE2C,docked_bike,2023-03-13 02:31:35,2023-03-13 02:31:37,HQ QR,675.0,HQ QR,675.0,41.8899,-87.6803,41.8899,-87.6803,casual,
164198,15636A5A1FB3B148,docked_bike,2023-02-17 12:59:11,2023-02-17 13:10:17,McClurg Ct & Illinois St,26.0,Wabash Ave & Grand Ave,199.0,41.8904,-87.6175,41.8915,-87.6268,member,1999-12-02
276033,6EDFB092601F18BC,docked_bike,2023-02-18 14:58:04,2023-02-18 15:01:36,Franklin St & Illinois St,672.0,Franklin St & Chicago Ave,31.0,41.891,-87.6355,41.8967,-87.6357,member,1999-12-03
297604,B48C505403E2AB97,docked_bike,2023-03-12 01:39:18,2023-03-12 01:44:25,Wells St & Elm St,182.0,Dearborn St & Erie St,110.0,41.9032,-87.6343,41.894,-87.6293,member,1993-06-09
93068,D725DD980350D0F3,docked_bike,2023-01-03 03:26:45,2023-01-03 03:33:17,Desplaines St & Kinzie St,56.0,Rush St & Hubbard St,125.0,41.8887,-87.6444,41.8902,-87.6262,member,1999-03-08
208025,64F71DE3C128BAD5,docked_bike,2023-02-05 07:52:29,2023-02-05 07:58:11,Dayton St & North Ave,60.0,Clifton Ave & Armitage Ave,223.0,41.9106,-87.6494,41.9182,-87.6569,member,1991-11-30
194216,0E96AD93FE056E7D,docked_bike,2023-02-03 06:27:58,2023-02-03 06:34:36,Clark St & Schiller St,301.0,Wells St & Huron St,53.0,41.908,-87.6315,41.8947,-87.6344,member,1999-04-16
182351,D3118A425A64E684,docked_bike,2023-02-03 11:21:13,2023-02-03 11:26:28,Ravenswood Ave & Lawrence Ave,344.0,Clark St & Winnemac Ave,325.0,41.9691,-87.6742,41.9733,-87.6678,member,1985-07-05
169062,2EB61DEBF4DAB2B3,docked_bike,2023-02-19 11:00:03,2023-02-19 11:16:50,Clarendon Ave & Leland Ave,251.0,Broadway & Barry Ave,300.0,41.968,-87.65,41.9377,-87.6441,member,1983-01-10
369803,6C34EAE22099660C,docked_bike,2023-03-26 09:25:14,2023-03-26 09:53:18,Dusable Harbor,6.0,Lincoln Park Conservatory,673.0,41.887,-87.6128,41.9239,-87.6358,casual,
179585,B0D61016920AA34B,docked_bike,2023-02-05 04:16:35,2023-02-05 04:31:24,Damen Ave & Foster Ave,464.0,Ravenswood Ave & Irving Park Rd,244.0,41.9756,-87.6795,41.9547,-87.6739,member,1959-04-04
24673,4CA65B11E695D957,docked_bike,2023-01-12 04:23:11,2023-01-12 14:23:32,Dearborn St & Erie St,110.0,Wabash Ave & Grand Ave,199.0,41.894,-87.6293,41.8915,-87.6268,casual,
400501,1B4D23A20505C0EF,docked_bike,2023-03-05 02:56:57,2023-03-05 03:04:14,Kingsbury St & Kinzie St,133.0,Michigan Ave & Lake St,52.0,41.8892,-87.6385,41.886,-87.6241,member,1970-06-16
221683,EF50B4AD50AA9248,docked_bike,2023-02-11 10:06:43,2023-02-11 10:13:02,Sheffield Ave & Fullerton Ave,67.0,Ashland Ave & Wrightwood Ave,166.0,41.9256,-87.6537,41.9288,-87.6685,member,1982-09-07
417275,385FFEB74B718380,docked_bike,2023-03-08 08:02:00,2023-03-08 08:13:59,Lincoln Ave & Winona St,472.0,Ravenswood Ave & Lawrence Ave,344.0,41.9749,-87.6925,41.9691,-87.6742,member,1992-01-07
242245,B273402C5DBA03A3,docked_bike,2023-02-07 13:22:32,2023-02-07 13:29:05,Millennium Park,90.0,LaSalle St & Adams St,40.0,41.881,-87.6241,41.8793,-87.632,casual,
95398,5BD050E8F0662583,docked_bike,2023-01-07 00:06:22,2023-01-07 00:15:27,Canal St & Adams St,192.0,Larrabee St & Kingsbury St,48.0,41.8793,-87.6399,41.8978,-87.6429,member,1983-11-21
170728,D735708640AD965D,docked_bike,2023-02-18 00:19:52,2023-02-18 00:22:43,Racine Ave & Wrightwood Ave,343.0,Sheffield Ave & Fullerton Ave,67.0,41.9289,-87.659,41.9256,-87.6537,member,1994-12-09
275911,F3751E250E97E086,docked_bike,2023-02-03 10:19:23,2023-02-03 10:31:30,McClurg Ct & Erie St,142.0,Clark St & Ida B Wells Dr,50.0,41.8945,-87.6179,41.8759,-87.6306,member,1962-03-23
182835,A678C2FCC5A7010B,docked_bike,2023-02-05 09:29:15,2023-02-05 10:00:59,Paulina St & 18th St,205.0,McClurg Ct & Erie St,142.0,41.8579,-87.6687,41.8945,-87.6179,member,1990-07-05
38548,4E6D2F978EDFA361,docked_bike,2023-01-16 17:01:58,2023-01-16 17:10:33,California Ave & Montrose Ave,481.0,Paulina St & Montrose Ave,297.0,41.9611,-87.6954,41.9615,-87.6714,member,1982-09-17
328530,5CC5404B981BB3DE,docked_bike,2023-03-07 12:07:48,2023-03-07 12:15:51,Sangamon St & Washington Blvd,233.0,Loomis St & Lexington St,320.0,41.8832,-87.6511,41.8722,-87.6615,member,1988-02-01
273359,FFC12C0AC2338961,docked_bike,2023-02-18 07:36:13,2023-02-18 07:46:33,Ravenswood Ave & Irving Park Rd,244.0,Clark St & Winnemac Ave,325.0,41.9547,-87.6739,41.9733,-87.6678,member,1973-10-24
214318,BDAE4854D8FBAF1B,docked_bike,2023-02-18 12:51:51,2023-02-18 12:54:56,Lincoln Ave & Belle Plaine Ave,298.0,Oakley Ave & Irving Park Rd,486.0,41.956,-87.6803,41.9543,-87.6861,member,1994-08-02
367277,99664F6F89025824,docked_bike,2023-03-05 03:03:33,2023-03-05 03:06:18,Halsted St & Wrightwood Ave,349.0,Sheffield Ave & Fullerton Ave,67.0,41.9291,-87.6491,41.9256,-87.6537,member,1990-12-08
110409,0207F69BFBBD37CE,docked_bike,2023-01-23 04:25:14,2023-01-23 04:28:00,Clinton St & Tilden St,68.0,Canal St & Adams St,192.0,41.8759,-87.6408,41.8793,-87.6399,member,1993-09-30
299599,6CE7CCB609714223,docked_bike,2023-04-01 00:45:32,2023-04-01 00:51:39,Wood St & Taylor St,317.0,Paulina St & 18th St,205.0,41.8692,-87.671,41.8579,-87.6687,member,2002-03-23
161121,FF6841999FEDA618,docked_bike,2023-02-10 00:37:36,2023-02-10 00:43:03,Clark St & Wrightwood Ave,340.0,Racine Ave & Fullerton Ave,87.0,41.9295,-87.6431,41.9256,-87.6584,member,1989-01-18
351409,1FAF956CE4B8A67A,docked_bike,2023-03-03 22:48:57,2023-03-03 22:59:05,Canal St & Adams St,192.0,Columbus Dr & Randolph St,195.0,41.8793,-87.6399,41.8847,-87.6195,casual,
275948,5E5141F851F96175,docked_bike,2023-02-01 10:43:38,2023-02-01 10:50:56,Clark St & Elm St,176.0,Larrabee St & Oak St,364.0,41.903,-87.6313,41.9002,-87.643,member,1973-01-18
394679,2F109B7106D379FD,docked_bike,2023-03-26 07:15:40,2023-03-26 07:45:52,Clark St & Armitage Ave,94.0,Michigan Ave & Oak St,85.0,41.9183,-87.6363,41.901,-87.6238,casual,
16537,768A4AB20ACAA68C,docked_bike,2023-01-09 02:12:11,2023-01-09 02:21:56,Clark St & Wellington Ave,156.0,Sheffield Ave & Webster Ave,327.0,41.9365,-87.6475,41.9215,-87.6538,member,1993-12-24
142258,40E98DB4C4D721AF,docked_bike,2023-01-09 03:34:43,2023-01-09 03:38:13,Clark St & Drummond Pl,220.0,Wilton Ave & Diversey Pkwy,13.0,41.9312,-87.6443,41.9324,-87.6527,member,1977-10-15
125196,5B7497A53E254EBF,docked_bike,2023-01-15 11:01:08,2023-01-15 11:07:32,Sheffield Ave & Webster Ave,327.0,Marshfield Ave & Cortland St,58.0,41.9215,-87.6538,41.916,-87.6689,member,1983-04-22
212530,845D593C09C79F45,docked_bike,2023-02-04 09:33:35,2023-02-04 09:36:48,Peoria St & Jackson Blvd,134.0,Clinton St & Jackson Blvd,638.0,41.8776,-87.6496,41.8781,-87.6398,member,1996-04-27
299988,2478BD222A4C1B07,docked_bike,2023-03-05 09:05:20,2023-03-05 09:17:36,Adler Planetarium,341.0,Clark St & Ida B Wells Dr,50.0,41.8661,-87.6073,41.8759,-87.6306,member,2006-11-12
367346,450B36D23D35BBE4,docked_bike,2023-03-05 09:45:45,2023-03-05 09:53:53,Wells St & Polk St,175.0,Millennium Park,90.0,41.8726,-87.6335,41.881,-87.6241,member,1974-02-15
253854,12F4E0909D6D3C49,docked_bike,2023-02-04 10:33:12,2023-02-04 10:48:03,Wells St & Hubbard St,212.0,Clark St & Armitage Ave,94.0,41.8899,-87.6343,41.9183,-87.6363,member,1991-02-25
190192,0B234B3D9AB1930F,docked_bike,2023-02-17 04:11:48,2023-02-17 04:17:42,Sedgwick St & Schiller St,236.0,Clark St & Chicago Ave,337.0,41.9076,-87.6386,41.8968,-87.6309,member,1980-09-16
386750,0328F0C19EAC879A,docked_bike,2023-03-06 00:37:19,2023-03-06 00:46:48,Ada St & Washington Blvd,346.0,Franklin St & Monroe St,287.0,41.8828,-87.6612,41.8803,-87.6352,member,1991-02-26
14014,88E148F2C540A24B,docked_bike,2023-01-03 04:19:27,2023-01-03 04:23:11,Milwaukee Ave & Grand Ave,84.0,Kingsbury St & Kinzie St,133.0,41.8916,-87.6484,41.8892,-87.6385,member,1993-05-11
33805,6FD974083B58B5DB,docked_bike,2023-01-23 11:12:17,2023-01-23 11:23:09,Lake Shore Dr & Ohio St,99.0,Ritchie Ct & Banks St,180.0,41.8926,-87.6145,41.9069,-87.6262,member,1995-02-04
264161,764EBABFF81EA533,docked_bike,2023-02-05 02:21:32,2023-02-05 02:28:44,Orleans St & Merchandise Mart Plaza,100.0,Michigan Ave & Madison St,197.0,41.8882,-87.6364,41.8821,-87.6251,member,1991-09-21
421468,6BC43947673225D8,docked_bike,2023-03-18 12:42:57,2023-03-18 12:48:52,Wabash Ave & Roosevelt Rd,59.0,State St & Van Buren St,33.0,41.8672,-87.626,41.8772,-87.6278,member,1995-01-20
342014,33CA5A60ACA52440,docked_bike,2023-03-22 09:01:13,2023-03-22 09:10:54,Logan Blvd & Elston Ave,258.0,California Ave & Altgeld St,502.0,41.9295,-87.6842,41.9267,-87.6977,casual,
174227,7D677A36F9BC6AF9,docked_bike,2023-02-04 23:51:47,2023-02-05 00:09:50,Larrabee St & Kingsbury St,48.0,LaSalle St & Jackson Blvd,283.0,41.8978,-87.6429,41.8782,-87.6319,member,1970-02-01
30532,5257F93562F4D310,docked_bike,2023-01-05 06:52:29,2023-01-05 07:02:41,Lincoln Ave & Fullerton Ave,127.0,Lincoln Ave & Belmont Ave,131.0,41.9259,-87.6493,41.9394,-87.6684,member,1996-05-12
