report_id,timestamp,error_type,severity,active_users
1553,2023-10-17 15:00:00,Slow,high,34673
1554,2023-10-17 15:00:00,Frozen,high,34673
1555,2023-10-17 15:00:00,Slow,high,34673
1556,2023-10-17 15:00:00,Login,high,34673
1557,2023-10-17 15:00:00,Slow,high,34673
1558,2023-10-17 15:00:00,Data Loss,high,34673
1559,2023-10-17 15:00:00,Login,high,34673
1560,2023-10-17 15:00:00,Login,high,34673
1561,2023-10-17 15:00:00,Slow,high,34673
1562,2023-10-17 15:00:00,System Outage,high,34673
1563,2023-10-17 15:00:00,System Outage,high,34673
1564,2023-10-17 15:00:00,Login,high,34673
1565,2023-10-17 15:00:00,Slow,high,34673
1566,2023-10-17 15:00:00,System Outage,high,34673
1567,2023-10-17 15:00:00,Frozen,high,34673
1568,2023-10-17 15:00:00,Slow,low,34673
1569,2023-10-17 15:00:00,UX,low,34673
1570,2023-10-17 15:00:00,Rendering,low,34673
1571,2023-10-17 15:00:00,UX,low,34673
1572,2023-10-17 15:00:00,Frozen,low,34673
1573,2023-10-17 15:00:00,UX,low,34673
1574,2023-10-17 15:00:00,Login,low,34673
1575,2023-10-17 15:00:00,UX,low,34673
1576,2023-10-17 15:00:00,Rendering,low,34673
1577,2023-10-17 15:00:00,Frozen,low,34673
1578,2023-10-17 18:00:00,Frozen,low,23202
1579,2023-10-17 18:00:00,Slow,low,23202
1580,2023-10-17 18:00:00,UX,low,23202
1581,2023-10-17 18:00:00,Slow,low,23202
1582,2023-10-17 18:00:00,Slow,low,23202
1583,2023-10-17 18:00:00,Frozen,low,23202
1584,2023-10-17 20:00:00,Frozen,low,23357
1585,2023-10-17 20:00:00,Slow,low,23357
1586,2023-10-17 20:00:00,Slow,low,23357
1587,2023-10-17 20:00:00,Frozen,low,23357
1588,2023-10-17 20:00:00,Frozen,low,23357
1589,2023-10-17 20:00:00,Frozen,low,23357
1590,2023-10-17 22:00:00,Frozen,low,23403
1591,2023-10-17 22:00:00,UX,low,23403
1592,2023-10-17 22:00:00,Frozen,low,23403
1593,2023-10-17 22:00:00,System Outage,low,23403
1594,2023-10-17 22:00:00,Rendering,low,23403
1595,2023-10-17 22:00:00,Slow,low,23403
1596,2023-10-18 14:00:00,Rendering,low,27912
1597,2023-10-18 14:00:00,Login,low,27912
1598,2023-10-18 14:00:00,Frozen,low,27912
1599,2023-10-18 14:00:00,Slow,low,27912
1600,2023-10-18 14:00:00,Slow,low,27912
1601,2023-10-18 14:00:00,Rendering,low,27912
1602,2023-10-18 14:00:00,UX,low,27912
1603,2023-10-18 15:00:00,Slow,high,33191
1604,2023-10-18 15:00:00,Data Loss,high,33191
1605,2023-10-18 15:00:00,Slow,high,33191
1606,2023-10-18 15:00:00,Frozen,high,33191
1607,2023-10-18 15:00:00,System Outage,high,33191
1608,2023-10-18 15:00:00,Login,high,33191
1609,2023-10-18 15:00:00,Login,high,33191
1610,2023-10-18 15:00:00,Login,high,33191
1611,2023-10-18 15:00:00,Data Loss,high,33191
1612,2023-10-18 15:00:00,System Outage,high,33191
1613,2023-10-18 15:00:00,Slow,high,33191
1614,2023-10-18 15:00:00,Slow,high,33191
1615,2023-10-18 15:00:00,Slow,high,33191
1616,2023-10-18 15:00:00,Frozen,high,33191
1617,2023-10-18 15:00:00,Login,high,33191
1618,2023-10-18 15:00:00,Frozen,high,33191
1619,2023-10-18 15:00:00,System Outage,high,33191
1620,2023-10-18 15:00:00,Login,high,33191
1621,2023-10-18 15:00:00,Frozen,low,33191
1622,2023-10-18 15:00:00,UX,low,33191
1623,2023-10-18 15:00:00,Slow,low,33191
1624,2023-10-18 15:00:00,Frozen,low,33191
1625,2023-10-18 15:00:00,Frozen,low,33191
1626,2023-10-18 15:00:00,UX,low,33191
1627,2023-10-18 15:00:00,Slow,low,33191
1628,2023-10-18 15:00:00,Slow,low,33191
1629,2023-10-18 15:00:00,UX,low,33191
1630,2023-10-18 15:00:00,Frozen,low,33191
1631,2023-10-18 16:00:00,Frozen,low,28082
1632,2023-10-18 16:00:00,Login,low,28082
1633,2023-10-18 16:00:00,Frozen,low,28082
1634,2023-10-18 16:00:00,UX,low,28082
1635,2023-10-18 16:00:00,UX,low,28082
1636,2023-10-18 16:00:00,UX,low,28082
1637,2023-10-18 16:00:00,Slow,low,28082
1638,2023-10-18 18:00:00,Rendering,low,25901
1639,2023-10-18 18:00:00,Frozen,low,25901
1640,2023-10-18 18:00:00,Slow,low,25901
1641,2023-10-18 18:00:00,UX,low,25901
1642,2023-10-18 18:00:00,Rendering,low,25901
1643,2023-10-18 18:00:00,Rendering,low,25901
1644,2023-10-18 19:00:00,UX,low,21104
1645,2023-10-18 19:00:00,Slow,low,21104
1646,2023-10-18 19:00:00,UX,low,21104
1647,2023-10-18 19:00:00,Frozen,low,21104
1648,2023-10-18 19:00:00,UX,low,21104
1649,2023-10-19 14:00:00,UX,low,26139
1650,2023-10-19 14:00:00,UX,low,26139
1651,2023-10-19 14:00:00,Rendering,low,26139
1652,2023-10-19 14:00:00,Rendering,low,26139
1653,2023-10-19 14:00:00,Frozen,low,26139
1654,2023-10-19 14:00:00,Frozen,low,26139
1655,2023-10-19 14:00:00,Slow,low,26139
1656,2023-10-19 15:00:00,Slow,low,28216
1657,2023-10-19 15:00:00,UX,low,28216
1658,2023-10-19 15:00:00,Frozen,low,28216
1659,2023-10-19 15:00:00,Slow,low,28216
1660,2023-10-19 15:00:00,Frozen,low,28216
1661,2023-10-19 15:00:00,Frozen,low,28216
1662,2023-10-19 15:00:00,Slow,low,28216
1663,2023-10-19 16:00:00,Frozen,low,21081
1664,2023-10-19 16:00:00,UX,low,21081
1665,2023-10-19 16:00:00,Data Loss,low,21081
1666,2023-10-19 16:00:00,UX,low,21081
1667,2023-10-19 16:00:00,UX,low,21081
1668,2023-10-19 18:00:00,Slow,low,20614
1669,2023-10-19 18:00:00,UX,low,20614
1670,2023-10-19 18:00:00,System Outage,low,20614
1671,2023-10-19 18:00:00,Slow,low,20614
1672,2023-10-19 18:00:00,Frozen,low,20614
1673,2023-10-19 19:00:00,UX,low,24233
1674,2023-10-19 19:00:00,Frozen,low,24233
1675,2023-10-19 19:00:00,Slow,low,24233
1676,2023-10-19 19:00:00,Frozen,low,24233
1677,2023-10-19 19:00:00,Rendering,low,24233
1678,2023-10-19 19:00:00,Slow,low,24233
1679,2023-10-19 20:00:00,Slow,low,24872
1680,2023-10-19 20:00:00,Slow,low,24872
1681,2023-10-19 20:00:00,System Outage,low,24872
1682,2023-10-19 20:00:00,Frozen,low,24872
1683,2023-10-19 20:00:00,Slow,low,24872
1684,2023-10-19 20:00:00,Slow,low,24872
1685,2023-10-19 23:00:00,Slow,low,23291
1686,2023-10-19 23:00:00,Rendering,low,23291
1687,2023-10-19 23:00:00,Rendering,low,23291
1688,2023-10-19 23:00:00,UX,low,23291
1689,2023-10-19 23:00:00,Slow,low,23291
1690,2023-10-19 23:00:00,Slow,low,23291
1691,2023-10-20 14:00:00,Slow,low,20130
1692,2023-10-20 14:00:00,UX,low,20130
1693,2023-10-20 14:00:00,System Outage,low,20130
1694,2023-10-20 14:00:00,Data Loss,low,20130
1695,2023-10-20 14:00:00,Slow,low,20130
1696,2023-10-20 15:00:00,Frozen,low,26525
1697,2023-10-20 15:00:00,System Outage,low,26525
1698,2023-10-20 15:00:00,Frozen,low,26525
1699,2023-10-20 15:00:00,UX,low,26525
1700,2023-10-20 15:00:00,UX,low,26525
1701,2023-10-20 15:00:00,Login,low,26525
1702,2023-10-20 15:00:00,Slow,low,26525
1703,2023-10-20 16:00:00,Slow,low,28343
1704,2023-10-20 16:00:00,Slow,low,28343
1705,2023-10-20 16:00:00,Slow,low,28343
1706,2023-10-20 16:00:00,Slow,low,28343
1707,2023-10-20 16:00:00,Slow,low,28343
1708,2023-10-20 16:00:00,Slow,low,28343
1709,2023-10-20 16:00:00,System Outage,low,28343
1710,2023-10-20 18:00:00,Frozen,low,24000
1711,2023-10-20 18:00:00,Rendering,low,24000
1712,2023-10-20 18:00:00,Frozen,low,24000
1713,2023-10-20 18:00:00,Slow,low,24000
1714,2023-10-20 18:00:00,Slow,low,24000
1715,2023-10-20 18:00:00,Rendering,low,24000
1716,2023-10-20 19:00:00,Slow,low,23837
1717,2023-10-20 19:00:00,Slow,low,23837
1718,2023-10-20 19:00:00,Frozen,low,23837
1719,2023-10-20 19:00:00,System Outage,low,23837
1720,2023-10-20 19:00:00,System Outage,low,23837
1721,2023-10-20 19:00:00,Frozen,low,23837
1722,2023-10-20 20:00:00,Slow,low,22369
1723,2023-10-20 20:00:00,UX,low,22369
1724,2023-10-20 20:00:00,Slow,low,22369
1725,2023-10-20 20:00:00,Slow,low,22369
1726,2023-10-20 20:00:00,Login,low,22369
1727,2023-10-20 20:00:00,Slow,low,22369
1728,2023-10-20 23:00:00,UX,low,22669
1729,2023-10-20 23:00:00,UX,low,22669
1730,2023-10-20 23:00:00,Rendering,low,22669
1731,2023-10-20 23:00:00,Rendering,low,22669
1732,2023-10-20 23:00:00,Frozen,low,22669
1733,2023-10-20 23:00:00,Frozen,low,22669
1734,2023-10-23 14:00:00,UX,low,26429
1735,2023-10-23 14:00:00,Slow,low,26429
1736,2023-10-23 14:00:00,Login,low,26429
1737,2023-10-23 14:00:00,Slow,low,26429
1738,2023-10-23 14:00:00,Data Loss,low,26429
1739,2023-10-23 14:00:00,Rendering,low,26429
1740,2023-10-23 14:00:00,Slow,low,26429
1741,2023-10-23 15:00:00,Frozen,low,27140
1742,2023-10-23 15:00:00,Slow,low,27140
1743,2023-10-23 15:00:00,Slow,low,27140
1744,2023-10-23 15:00:00,Slow,low,27140
1745,2023-10-23 15:00:00,Slow,low,27140
1746,2023-10-23 15:00:00,Rendering,low,27140
1747,2023-10-23 15:00:00,Slow,low,27140
1748,2023-10-23 16:00:00,Frozen,low,27797
1749,2023-10-23 16:00:00,Frozen,low,27797
1750,2023-10-23 16:00:00,Frozen,low,27797
1751,2023-10-23 16:00:00,Slow,low,27797
1752,2023-10-23 16:00:00,Slow,low,27797
1753,2023-10-23 16:00:00,Slow,low,27797
1754,2023-10-23 16:00:00,Rendering,low,27797
1755,2023-10-23 19:00:00,Slow,low,24707
1756,2023-10-23 19:00:00,Login,low,24707
1757,2023-10-23 19:00:00,System Outage,low,24707
1758,2023-10-23 19:00:00,Slow,low,24707
1759,2023-10-23 19:00:00,Slow,low,24707
1760,2023-10-23 19:00:00,UX,low,24707
1761,2023-10-24 14:00:00,Data Loss,high,33758
1762,2023-10-24 14:00:00,Data Loss,high,33758
1763,2023-10-24 14:00:00,Frozen,high,33758
1764,2023-10-24 14:00:00,Data Loss,high,33758
1765,2023-10-24 14:00:00,System Outage,high,33758
1766,2023-10-24 14:00:00,Slow,high,33758
1767,2023-10-24 14:00:00,Login,high,33758
1768,2023-10-24 14:00:00,Login,high,33758
1769,2023-10-24 14:00:00,Login,high,33758
1770,2023-10-24 14:00:00,System Outage,high,33758
1771,2023-10-24 14:00:00,System Outage,high,33758
1772,2023-10-24 14:00:00,Login,high,33758
1773,2023-10-24 14:00:00,Slow,high,33758
1774,2023-10-24 14:00:00,System Outage,high,33758
1775,2023-10-24 14:00:00,Data Loss,high,33758
1776,2023-10-24 14:00:00,System Outage,high,33758
1777,2023-10-24 14:00:00,Frozen,high,33758
1778,2023-10-24 14:00:00,Slow,high,33758
1779,2023-10-24 14:00:00,Frozen,high,33758
1780,2023-10-24 14:00:00,UX,low,33758
1781,2023-10-24 14:00:00,Slow,low,33758
1782,2023-10-24 14:00:00,Login,low,33758
1783,2023-10-24 14:00:00,System Outage,low,33758
1784,2023-10-24 14:00:00,Frozen,low,33758
1785,2023-10-24 14:00:00,System Outage,low,33758
1786,2023-10-24 14:00:00,UX,low,33758
1787,2023-10-24 14:00:00,Data Loss,low,33758
1788,2023-10-24 14:00:00,Data Loss,low,33758
1789,2023-10-24 14:00:00,Slow,low,33758
1790,2023-10-24 15:00:00,Slow,low,29057
1791,2023-10-24 15:00:00,UX,low,29057
1792,2023-10-24 15:00:00,Login,low,29057
1793,2023-10-24 15:00:00,Rendering,low,29057
1794,2023-10-24 15:00:00,Frozen,low,29057
1795,2023-10-24 15:00:00,Login,low,29057
1796,2023-10-24 15:00:00,Frozen,low,29057
1797,2023-10-24 16:00:00,Slow,low,26672
1798,2023-10-24 16:00:00,UX,low,26672
1799,2023-10-24 16:00:00,Slow,low,26672
1800,2023-10-24 16:00:00,UX,low,26672
1801,2023-10-24 16:00:00,Slow,low,26672
1802,2023-10-24 16:00:00,Login,low,26672
1803,2023-10-24 16:00:00,System Outage,low,26672
1804,2023-10-24 18:00:00,Rendering,low,22123
1805,2023-10-24 18:00:00,Rendering,low,22123
1806,2023-10-24 18:00:00,Data Loss,low,22123
1807,2023-10-24 18:00:00,Login,low,22123
1808,2023-10-24 18:00:00,Frozen,low,22123
1809,2023-10-24 18:00:00,Slow,low,22123
1810,2023-10-24 19:00:00,Login,low,23716
1811,2023-10-24 19:00:00,Frozen,low,23716
1812,2023-10-24 19:00:00,Slow,low,23716
1813,2023-10-24 19:00:00,Slow,low,23716
1814,2023-10-24 19:00:00,Frozen,low,23716
1815,2023-10-24 19:00:00,UX,low,23716
1816,2023-10-25 14:00:00,Frozen,low,24880
1817,2023-10-25 14:00:00,Slow,low,24880
1818,2023-10-25 14:00:00,Login,low,24880
1819,2023-10-25 14:00:00,Login,low,24880
1820,2023-10-25 14:00:00,Frozen,low,24880
1821,2023-10-25 14:00:00,Slow,low,24880
1822,2023-10-25 16:00:00,Login,low,25868
1823,2023-10-25 16:00:00,Data Loss,low,25868
1824,2023-10-25 16:00:00,UX,low,25868
1825,2023-10-25 16:00:00,UX,low,25868
1826,2023-10-25 16:00:00,Frozen,low,25868
1827,2023-10-25 16:00:00,Slow,low,25868
1828,2023-10-25 18:00:00,UX,low,20609
1829,2023-10-25 18:00:00,Slow,low,20609
1830,2023-10-25 18:00:00,UX,low,20609
1831,2023-10-25 18:00:00,Slow,low,20609
1832,2023-10-25 18:00:00,Frozen,low,20609
1833,2023-10-25 19:00:00,UX,low,26162
1834,2023-10-25 19:00:00,UX,low,26162
1835,2023-10-25 19:00:00,Frozen,low,26162
1836,2023-10-25 19:00:00,UX,low,26162
1837,2023-10-25 19:00:00,Rendering,low,26162
1838,2023-10-25 19:00:00,UX,low,26162
1839,2023-10-25 19:00:00,Rendering,low,26162
1840,2023-10-26 14:00:00,Frozen,low,25878
1841,2023-10-26 14:00:00,Login,low,25878
1842,2023-10-26 14:00:00,Login,low,25878
1843,2023-10-26 14:00:00,Slow,low,25878
1844,2023-10-26 14:00:00,Slow,low,25878
1845,2023-10-26 14:00:00,Slow,low,25878
1846,2023-10-26 14:00:00,UX,low,25878
1847,2023-10-26 15:00:00,Slow,low,21217
1848,2023-10-26 15:00:00,Slow,low,21217
1849,2023-10-26 15:00:00,Slow,low,21217
1850,2023-10-26 15:00:00,Slow,low,21217
1851,2023-10-26 15:00:00,Slow,low,21217
1852,2023-10-26 19:00:00,Login,low,25721
1853,2023-10-26 19:00:00,Slow,low,25721
1854,2023-10-26 19:00:00,Slow,low,25721
1855,2023-10-26 19:00:00,Slow,low,25721
1856,2023-10-26 19:00:00,Frozen,low,25721
1857,2023-10-26 19:00:00,Slow,low,25721
1858,2023-10-27 14:00:00,Login,high,33572
1859,2023-10-27 14:00:00,Login,high,33572
1860,2023-10-27 14:00:00,System Outage,high,33572
1861,2023-10-27 14:00:00,Slow,high,33572
1862,2023-10-27 14:00:00,Slow,high,33572
1863,2023-10-27 14:00:00,Login,high,33572
1864,2023-10-27 14:00:00,Frozen,high,33572
1865,2023-10-27 14:00:00,Slow,high,33572
1866,2023-10-27 14:00:00,Login,high,33572
1867,2023-10-27 14:00:00,Slow,high,33572
1868,2023-10-27 14:00:00,System Outage,high,33572
1869,2023-10-27 14:00:00,Login,high,33572
1870,2023-10-27 14:00:00,Frozen,high,33572
1871,2023-10-27 14:00:00,Login,high,33572
1872,2023-10-27 14:00:00,System Outage,high,33572
1873,2023-10-27 14:00:00,System Outage,high,33572
1874,2023-10-27 14:00:00,Slow,high,33572
1875,2023-10-27 14:00:00,Slow,high,33572
1876,2023-10-27 14:00:00,System Outage,high,33572
1877,2023-10-27 14:00:00,Frozen,low,33572
1878,2023-10-27 14:00:00,Slow,low,33572
1879,2023-10-27 14:00:00,Rendering,low,33572
1880,2023-10-27 14:00:00,UX,low,33572
1881,2023-10-27 14:00:00,Slow,low,33572
1882,2023-10-27 14:00:00,Login,low,33572
1883,2023-10-27 14:00:00,Login,low,33572
1884,2023-10-27 14:00:00,UX,low,33572
1885,2023-10-27 14:00:00,UX,low,33572
1886,2023-10-27 14:00:00,Slow,low,33572
1887,2023-10-27 15:00:00,Login,high,34568
1888,2023-10-27 15:00:00,Frozen,high,34568
1889,2023-10-27 15:00:00,Frozen,high,34568
1890,2023-10-27 15:00:00,Frozen,high,34568
1891,2023-10-27 15:00:00,System Outage,high,34568
1892,2023-10-27 15:00:00,System Outage,high,34568
1893,2023-10-27 15:00:00,System Outage,high,34568
1894,2023-10-27 15:00:00,Slow,high,34568
1895,2023-10-27 15:00:00,Slow,high,34568
1896,2023-10-27 15:00:00,Login,high,34568
1897,2023-10-27 15:00:00,Frozen,high,34568
1898,2023-10-27 15:00:00,System Outage,high,34568
1899,2023-10-27 15:00:00,System Outage,high,34568
1900,2023-10-27 15:00:00,Frozen,high,34568
1901,2023-10-27 15:00:00,Slow,high,34568
1902,2023-10-27 15:00:00,Data Loss,high,34568
1903,2023-10-27 15:00:00,Frozen,high,34568
1904,2023-10-27 15:00:00,System Outage,high,34568
1905,2023-10-27 15:00:00,System Outage,high,34568
1906,2023-10-27 15:00:00,Frozen,low,34568
1907,2023-10-27 15:00:00,Frozen,low,34568
1908,2023-10-27 15:00:00,UX,low,34568
1909,2023-10-27 15:00:00,Slow,low,34568
1910,2023-10-27 15:00:00,Frozen,low,34568
1911,2023-10-27 15:00:00,Frozen,low,34568
1912,2023-10-27 15:00:00,Frozen,low,34568
1913,2023-10-27 15:00:00,Slow,low,34568
1914,2023-10-27 15:00:00,Frozen,low,34568
1915,2023-10-27 15:00:00,Slow,low,34568
1916,2023-10-27 16:00:00,UX,low,22138
1917,2023-10-27 16:00:00,UX,low,22138
1918,2023-10-27 16:00:00,Slow,low,22138
1919,2023-10-27 16:00:00,Slow,low,22138
1920,2023-10-27 16:00:00,Slow,low,22138
1921,2023-10-27 16:00:00,Data Loss,low,22138
1922,2023-10-27 18:00:00,Data Loss,low,22727
1923,2023-10-27 18:00:00,Slow,low,22727
1924,2023-10-27 18:00:00,Frozen,low,22727
1925,2023-10-27 18:00:00,Login,low,22727
1926,2023-10-27 18:00:00,UX,low,22727
1927,2023-10-27 18:00:00,Data Loss,low,22727
1928,2023-10-27 19:00:00,Slow,low,25065
1929,2023-10-27 19:00:00,Slow,low,25065
1930,2023-10-27 19:00:00,Rendering,low,25065
1931,2023-10-27 19:00:00,Frozen,low,25065
1932,2023-10-27 19:00:00,Slow,low,25065
1933,2023-10-27 19:00:00,UX,low,25065
1934,2023-10-27 21:00:00,Login,low,23644
1935,2023-10-27 21:00:00,UX,low,23644
1936,2023-10-27 21:00:00,Slow,low,23644
1937,2023-10-27 21:00:00,Slow,low,23644
1938,2023-10-27 21:00:00,Login,low,23644
1939,2023-10-27 21:00:00,Frozen,low,23644
1940,2023-10-27 22:00:00,Frozen,low,22952
1941,2023-10-27 22:00:00,UX,low,22952
1942,2023-10-27 22:00:00,UX,low,22952
1943,2023-10-27 22:00:00,Slow,low,22952
1944,2023-10-27 22:00:00,System Outage,low,22952
1945,2023-10-27 22:00:00,Slow,low,22952
1946,2023-10-27 23:00:00,Slow,low,23582
1947,2023-10-27 23:00:00,Rendering,low,23582
1948,2023-10-27 23:00:00,Slow,low,23582
1949,2023-10-27 23:00:00,Slow,low,23582
1950,2023-10-27 23:00:00,UX,low,23582
1951,2023-10-27 23:00:00,Data Loss,low,23582
1952,2023-10-30 14:00:00,Login,high,33342
1953,2023-10-30 14:00:00,Frozen,high,33342
1954,2023-10-30 14:00:00,Login,high,33342
1955,2023-10-30 14:00:00,Frozen,high,33342
1956,2023-10-30 14:00:00,System Outage,high,33342
1957,2023-10-30 14:00:00,System Outage,high,33342
1958,2023-10-30 14:00:00,Slow,high,33342
1959,2023-10-30 14:00:00,Data Loss,high,33342
1960,2023-10-30 14:00:00,Login,high,33342
1961,2023-10-30 14:00:00,Login,high,33342
1962,2023-10-30 14:00:00,System Outage,high,33342
1963,2023-10-30 14:00:00,System Outage,high,33342
1964,2023-10-30 14:00:00,Data Loss,high,33342
1965,2023-10-30 14:00:00,Login,high,33342
1966,2023-10-30 14:00:00,Login,high,33342
1967,2023-10-30 14:00:00,Login,high,33342
1968,2023-10-30 14:00:00,System Outage,high,33342
1969,2023-10-30 14:00:00,Data Loss,high,33342
1970,2023-10-30 14:00:00,Data Loss,low,33342
1971,2023-10-30 14:00:00,Data Loss,low,33342
1972,2023-10-30 14:00:00,System Outage,low,33342
1973,2023-10-30 14:00:00,Data Loss,low,33342
1974,2023-10-30 14:00:00,Data Loss,low,33342
1975,2023-10-30 14:00:00,Slow,low,33342
1976,2023-10-30 14:00:00,Frozen,low,33342
1977,2023-10-30 14:00:00,UX,low,33342
1978,2023-10-30 14:00:00,UX,low,33342
1979,2023-10-30 14:00:00,Rendering,low,33342
1980,2023-10-30 16:00:00,Slow,low,26461
1981,2023-10-30 16:00:00,Frozen,low,26461
1982,2023-10-30 16:00:00,Rendering,low,26461
1983,2023-10-30 16:00:00,Slow,low,26461
1984,2023-10-30 16:00:00,Login,low,26461
1985,2023-10-30 16:00:00,Login,low,26461
1986,2023-10-30 16:00:00,UX,low,26461
1987,2023-10-30 18:00:00,Frozen,low,22125
1988,2023-10-30 18:00:00,Frozen,low,22125
1989,2023-10-30 18:00:00,Login,low,22125
1990,2023-10-30 18:00:00,Slow,low,22125
1991,2023-10-30 18:00:00,Login,low,22125
1992,2023-10-30 18:00:00,Slow,low,22125
1993,2023-10-30 19:00:00,Slow,low,23994
1994,2023-10-30 19:00:00,Frozen,low,23994
1995,2023-10-30 19:00:00,Slow,low,23994
1996,2023-10-30 19:00:00,Slow,low,23994
1997,2023-10-30 19:00:00,Slow,low,23994
1998,2023-10-30 19:00:00,System Outage,low,23994
1999,2023-10-30 20:00:00,UX,low,21621
2000,2023-10-30 20:00:00,UX,low,21621
2001,2023-10-30 20:00:00,Slow,low,21621
2002,2023-10-30 20:00:00,Slow,low,21621
2003,2023-10-30 20:00:00,Data Loss,low,21621
2004,2023-10-30 22:00:00,Slow,low,24012
2005,2023-10-30 22:00:00,System Outage,low,24012
2006,2023-10-30 22:00:00,Data Loss,low,24012
2007,2023-10-30 22:00:00,System Outage,low,24012
2008,2023-10-30 22:00:00,Slow,low,24012
2009,2023-10-30 22:00:00,Login,low,24012
2010,2023-10-31 13:00:00,Slow,low,25998
2011,2023-10-31 13:00:00,Frozen,low,25998
2012,2023-10-31 13:00:00,Frozen,low,25998
2013,2023-10-31 13:00:00,UX,low,25998
2014,2023-10-31 13:00:00,Slow,low,25998
2015,2023-10-31 13:00:00,UX,low,25998
2016,2023-10-31 14:00:00,Frozen,high,32486
2017,2023-10-31 14:00:00,Slow,high,32486
2018,2023-10-31 14:00:00,Frozen,high,32486
2019,2023-10-31 14:00:00,Frozen,high,32486
2020,2023-10-31 14:00:00,System Outage,high,32486
2021,2023-10-31 14:00:00,System Outage,high,32486
2022,2023-10-31 14:00:00,Slow,high,32486
2023,2023-10-31 14:00:00,Slow,high,32486
2024,2023-10-31 14:00:00,Data Loss,high,32486
2025,2023-10-31 14:00:00,Frozen,high,32486
2026,2023-10-31 14:00:00,Login,high,32486
2027,2023-10-31 14:00:00,Login,high,32486
2028,2023-10-31 14:00:00,System Outage,high,32486
2029,2023-10-31 14:00:00,System Outage,high,32486
2030,2023-10-31 14:00:00,Data Loss,high,32486
2031,2023-10-31 14:00:00,System Outage,high,32486
2032,2023-10-31 14:00:00,Data Loss,high,32486
2033,2023-10-31 14:00:00,Frozen,high,32486
2034,2023-10-31 14:00:00,UX,low,32486
2035,2023-10-31 14:00:00,UX,low,32486
2036,2023-10-31 14:00:00,Data Loss,low,32486
2037,2023-10-31 14:00:00,UX,low,32486
2038,2023-10-31 14:00:00,Slow,low,32486
2039,2023-10-31 14:00:00,Slow,low,32486
2040,2023-10-31 14:00:00,UX,low,32486
2041,2023-10-31 14:00:00,Data Loss,low,32486
2042,2023-10-31 14:00:00,System Outage,low,32486
2043,2023-10-31 14:00:00,Rendering,low,32486
2044,2023-10-31 15:00:00,Rendering,low,27600
2045,2023-10-31 15:00:00,UX,low,27600
2046,2023-10-31 15:00:00,Frozen,low,27600
2047,2023-10-31 15:00:00,Slow,low,27600
2048,2023-10-31 15:00:00,Slow,low,27600
2049,2023-10-31 15:00:00,Frozen,low,27600
2050,2023-10-31 15:00:00,Slow,low,27600
2051,2023-10-31 16:00:00,Frozen,low,27629
2052,2023-10-31 16:00:00,Slow,low,27629
2053,2023-10-31 16:00:00,Slow,low,27629
2054,2023-10-31 16:00:00,Frozen,low,27629
2055,2023-10-31 16:00:00,Slow,low,27629
2056,2023-10-31 16:00:00,Slow,low,27629
2057,2023-10-31 16:00:00,Slow,low,27629
2058,2023-10-31 18:00:00,UX,low,21962
2059,2023-10-31 18:00:00,UX,low,21962
2060,2023-10-31 18:00:00,Slow,low,21962
2061,2023-10-31 18:00:00,Rendering,low,21962
2062,2023-10-31 18:00:00,Rendering,low,21962
2063,2023-10-31 18:00:00,Login,low,21962
2064,2023-10-31 19:00:00,Login,low,26394
2065,2023-10-31 19:00:00,Frozen,low,26394
2066,2023-10-31 19:00:00,Frozen,low,26394
2067,2023-10-31 19:00:00,Slow,low,26394
2068,2023-10-31 19:00:00,UX,low,26394
2069,2023-10-31 19:00:00,Slow,low,26394
2070,2023-10-31 19:00:00,Slow,low,26394
2071,2023-10-31 20:00:00,Frozen,low,23860
2072,2023-10-31 20:00:00,UX,low,23860
2073,2023-10-31 20:00:00,Slow,low,23860
2074,2023-10-31 20:00:00,Data Loss,low,23860
2075,2023-10-31 20:00:00,System Outage,low,23860
2076,2023-10-31 20:00:00,System Outage,low,23860
2077,2023-11-01 14:00:00,UX,low,27692
2078,2023-11-01 14:00:00,Frozen,low,27692
2079,2023-11-01 14:00:00,Slow,low,27692
2080,2023-11-01 14:00:00,UX,low,27692
2081,2023-11-01 14:00:00,Data Loss,low,27692
2082,2023-11-01 14:00:00,UX,low,27692
2083,2023-11-01 14:00:00,Slow,low,27692
2084,2023-11-01 15:00:00,Frozen,low,27417
2085,2023-11-01 15:00:00,Slow,low,27417
2086,2023-11-01 15:00:00,UX,low,27417
2087,2023-11-01 15:00:00,Frozen,low,27417
2088,2023-11-01 15:00:00,UX,low,27417
2089,2023-11-01 15:00:00,UX,low,27417
2090,2023-11-01 15:00:00,Slow,low,27417
2091,2023-11-01 16:00:00,Login,low,21354
2092,2023-11-01 16:00:00,Frozen,low,21354
2093,2023-11-01 16:00:00,UX,low,21354
2094,2023-11-01 16:00:00,UX,low,21354
2095,2023-11-01 16:00:00,Slow,low,21354
2096,2023-11-01 18:00:00,Slow,low,24357
2097,2023-11-01 18:00:00,Slow,low,24357
2098,2023-11-01 18:00:00,Slow,low,24357
2099,2023-11-01 18:00:00,UX,low,24357
2100,2023-11-01 18:00:00,UX,low,24357
2101,2023-11-01 18:00:00,Rendering,low,24357
2102,2023-11-01 19:00:00,Rendering,low,21411
2103,2023-11-01 19:00:00,Slow,low,21411
2104,2023-11-01 19:00:00,Slow,low,21411
2105,2023-11-01 19:00:00,Login,low,21411
2106,2023-11-01 19:00:00,Frozen,low,21411
